galaxy,n,N_best,bic1,bic2,margin,chi2gain,Galaxy,T,D,e_D,f_D,Inc,e_Inc,L36,e_L36,Reff,SBeff,Rdisk,SBdisk,MHI,RHI,Vflat,e_Vflat,Q,Ref,M_star,r_vir,M_halo,logM_star,logM_halo,logM_halo_per_star
UGC06787,55,2,1795.487529701175,1232.656412937471,-562.8311167637039,570.8457831341689,UGC06787,2,21.3,5.32,1,66.0,3.0,98.256,0.543,2.88,1891.6,5.37,429.37,5.03,26.44,248.1,4.8,2,"No07,No05",49128000000.0,282.83399999999995,4047853531168.984,10.691329084374113,12.607224789465162,1.9158957050910512
UGC07261,7,1,5.754026311530192,8.056806155207195,2.302779843677002,1.5890404544336234,UGC07261,8,13.1,3.93,1,30.0,10.0,1.753,0.048,2.66,39.16,1.2,566.02,1.388,10.1,74.7,3.4,2,"Sw09,Sw02",876500000.0,85.158,110485758646.426,8.942751920429814,11.04330630209473,2.1005543816649173
UGC05005,11,1,4.913442690469211,9.709233261597856,4.795790571128645,-2.553190356358037e-08,UGC05005,10,53.7,10.7,1,41.0,10.0,4.1,0.283,5.02,25.63,3.2,65.59,3.093,21.61,98.9,7.2,1,"dB02,VH93",2050000000.0,112.746,256409062886.69147,9.311753861055754,11.408933371440073,2.0971795103843185
UGC06446,17,1,12.410771151681141,13.488965598876163,1.0781944471950222,4.58823224091741,UGC06446,7,12.0,3.6,1,51.0,3.0,0.988,0.032,2.06,37.05,1.49,86.46,1.379,10.33,82.2,4.3,1,"VS01,SV98",494000000.0,93.708,147217673171.4916,8.693726948923647,11.167959949268685,2.4742330003450377
UGC07151,11,1,12.946831158886418,17.742622876615926,4.795791717729507,-1.1721327659586223e-06,UGC07151,6,6.87,0.34,2,90.0,3.0,2.284,0.025,2.17,76.71,1.25,965.67,0.616,6.39,73.5,2.8,1,"Sw09,Sw02",1142000000.0,83.78999999999999,105246221729.81998,9.05766610390983,11.02220651390112,1.9645404099912904
UGC07690,7,1,4.447663585245835,8.339484941491307,3.8918213562454715,-1.0581348445226624e-06,UGC07690,10,8.11,2.43,1,41.0,5.0,0.858,0.018,0.86,184.01,0.57,395.21,0.39,5.5,57.4,3.2,2,"Sw09,Sw02",429000000.0,65.43599999999999,50127976488.69657,8.632457292184725,10.700080173842457,2.06762288165773
UGC06930,10,1,6.010468665962001,10.048501461072652,4.038032795110651,0.5671373908774401,UGC06930,7,18.0,2.5,4,32.0,5.0,8.932,0.14,4.38,73.93,3.94,189.16,3.237,16.76,107.2,5.1,1,"VS01,SV98",4466000000.0,122.208,326534334064.18646,9.64991871873542,11.513928852718788,1.8640101339833688
UGC06917,11,1,6.556312986878005,11.352103677399745,4.79579069052174,-1.4492499866847197e-07,UGC06917,9,18.0,2.5,4,56.0,2.0,6.832,0.12,4.52,53.07,2.76,261.11,2.023,12.67,108.7,3.5,1,"VS01,SV98",3416000000.0,123.918,340434157752.6616,9.533517862016968,11.532033128907418,1.9985152668904504
UGC06399,9,1,4.724523006854986,9.118972214624359,4.394449207769372,-5.309693279498262e-08,UGC06399,9,18.0,2.5,4,75.0,2.0,2.296,0.072,3.45,30.82,2.05,311.05,0.674,8.8,85.0,3.8,1,"VS01,SV98",1148000000.0,96.9,162780086074.8074,9.059941888061957,11.211601273791413,2.1516593857294577
UGC07125,13,1,7.842293000217426,12.97219241635725,5.129899416139825,-7.012167522191248e-07,UGC07125,9,19.8,5.9,1,90.0,3.0,2.712,0.08,3.92,28.11,3.38,103.0,4.629,23.04,65.2,2.1,1,"Sw09,Sw02",1356000000.0,74.328,73466150447.23094,9.132259689531043,10.866087283844294,1.733827594313249
UGC02953,106,2,1132.042738252487,427.9074473470193,-704.1352909054676,713.4621690936918,UGC02953,2,16.5,4.95,1,50.0,4.0,259.518,0.717,5.03,1544.65,3.55,4215.31,7.678,24.0,264.9,6.0,2,"No07,No05",129758999999.99998,301.98599999999993,4927088595636.736,11.113137489948498,12.692590371540229,1.5794528815917293
UGC06786,45,2,153.78623103463812,46.89749505752944,-106.88873597710868,114.50206095664932,UGC06786,0,29.3,7.32,1,64.0,3.0,73.407,0.676,3.42,992.73,3.6,1078.52,5.03,20.31,219.4,7.8,1,"No07,No05",36703500000.0,250.116,2799331726950.808,10.564707480007137,12.447054366364611,1.8823468863574744
UGC06614,12,1,6.205089451261797,11.174902958389744,4.969813507127947,-2.0755194540811317e-07,UGC06614,1,88.7,8.87,1,36.0,10.0,124.35,2.52,3.68,1461.61,5.1,540.54,21.888,60.63,199.8,16.0,1,"dB01,VH93",62175000000.0,227.772,2114126394386.3047,10.793615793941974,12.325130948318424,1.53151515437645
UGC10310,7,1,4.359828289248521,8.251648943822827,3.891820654574306,-3.5646367951835956e-07,UGC10310,9,15.2,4.6,1,34.0,6.0,1.741,0.053,3.12,28.37,1.8,158.79,1.196,9.58,71.4,3.9,1,"Sw09,Sw02",870500000.0,81.396,96480408136.88268,8.93976877545335,10.984439131977055,2.0446703565237065
UGC07399,10,2,11.688545608945761,10.668700148815672,-1.0198454601300888,5.625015646118181,UGC07399,8,8.43,2.53,1,55.0,3.0,1.156,0.024,1.27,113.98,1.64,135.78,0.745,7.85,103.0,3.3,1,"Sw09,Sw02",578000000.0,117.42,289638420706.3156,8.76192783842053,11.461856170764053,2.6999283323435215
UGC06667,9,1,5.053977557823269,9.44842678590511,4.39444922808184,-7.340940144651142e-08,UGC06667,6,18.0,2.5,4,89.0,1.0,1.397,0.066,3.5,18.06,5.15,614.94,0.809,8.59,83.8,3.1,1,"VS01,SV98",698500000.0,95.53199999999998,155982742740.48978,8.844166410450201,11.193076552539363,2.348910142089162
UGC07603,12,1,7.004020754529283,11.973834484911475,4.969813730382191,-4.3080619072100035e-07,UGC07603,7,4.7,1.41,1,78.0,3.0,0.376,0.008,0.85,81.81,0.53,520.99,0.258,4.37,61.6,2.8,1,"Sw09,Sw02",188000000.0,70.22399999999999,61956465361.981544,8.27415784926368,10.79208663314181,2.51792878387813
UGC06983,17,1,12.017767222342407,17.165827964413435,5.148060742071028,0.5183659460414036,UGC06983,6,18.0,2.5,4,49.0,1.0,5.298,0.102,3.95,53.56,3.21,121.57,2.967,16.07,109.0,5.8,1,"VS01,SV98",2649000000.0,124.26,343260626239.56323,9.423081958297232,11.535623990470404,2.112542032173174
UGC08286,17,2,24.24372589815966,20.918183069157138,-3.325542829002522,8.991969517114958,UGC08286,6,6.5,0.21,2,90.0,3.0,1.255,0.018,2.25,39.52,1.05,1488.78,0.642,8.07,82.4,2.3,1,"Sw09,Sw02",627500000.0,93.936,148294871401.63364,8.797613730153076,11.171126131739882,2.3735124015868063
UGC09133,64,2,680.0240249250439,382.60109231154087,-297.42293261350306,305.7406987802224,UGC09133,2,57.1,11.4,1,53.0,6.0,282.926,2.345,5.92,1284.78,6.97,864.63,33.428,60.35,226.8,4.2,1,"No07,No05",141463000000.0,258.55199999999996,3092243229567.6963,11.150642863909232,12.490273647311142,1.3396307834019083
UGC11914,63,2,507.65395347882986,100.41832874545219,-407.2356247333777,415.52189418616075,UGC11914,2,16.9,5.1,1,31.0,5.0,150.028,0.553,3.12,2425.66,2.44,3168.33,0.888,9.26,288.1,10.5,1,"No07,No05",75014000000.0,328.434,6338321606064.766,10.875142324129556,12.801974271489774,1.926831947360219
UGC08490,30,2,25.32938528952599,17.335338018437636,-7.9940472710883554,14.796442034412665,UGC08490,9,4.65,0.53,2,50.0,3.0,1.017,0.012,1.14,124.98,0.67,576.54,0.72,7.8,78.6,3.8,1,"Sw09,Sw02",508499999.99999994,89.60399999999998,128709953902.77869,8.706290957258764,11.109612134766758,2.403321177507994
UGC08699,37,2,118.78673586300144,32.18893671387042,-86.59779914913102,93.81963497441947,UGC08699,2,39.3,9.82,1,73.0,9.0,50.302,0.695,1.91,2191.95,3.09,1370.35,3.738,19.05,182.4,6.9,2,"No07,No05",25151000000.0,207.936,1608492345889.5908,10.400555257218906,12.206418998625727,1.8058637414068208
UGC08550,11,2,13.26596051552779,12.645628426528123,-0.6203320889996675,5.41612263459641,UGC08550,7,6.7,2.0,1,90.0,3.0,0.289,0.009,1.01,45.38,0.45,1284.78,0.288,5.59,56.9,1.9,1,"Sw09,Sw02",144500000.0,64.866,48829389654.74748,8.159867847092567,10.688681295833748,2.5288134487411806
UGC12506,31,2,27.872198371732033,16.605144261239772,-11.26705411049226,18.135028519462555,UGC12506,6,100.6,10.1,1,86.0,4.0,139.571,3.214,12.36,144.82,7.38,5608.28,35.556,59.01,234.0,16.8,2,Ha14,69785500000.0,266.76,3396190703827.7944,10.843765194483272,12.530992068878962,1.6872268743956909
UGC11455,33,2,63.90186827939146,62.90480661562963,-0.9970616637618264,7.990076786694786,UGC11455,6,78.6,11.8,1,90.0,1.0,374.322,3.792,10.06,571.26,5.93,9568.2,13.335,43.44,269.4,7.4,1,SG06,187161000000.0,307.11599999999993,5182475656956.316,11.27221535695892,12.714537270809435,1.442321913850515
UGC07524,31,1,13.626393236574192,18.853096516923316,5.226703280349124,1.6412711286211703,UGC07524,9,4.74,0.24,2,46.0,3.0,2.436,0.025,3.61,29.71,3.46,106.86,1.779,12.11,79.5,3.6,1,"Sw09,Sw02",1218000000.0,90.63,133182107391.2265,9.085647288296856,11.124445882617945,2.038798594321088
UGCA442,8,1,7.839696489602876,10.251815789959961,2.4121193003570855,1.7467637830025862,UGCA442,9,4.35,0.22,2,64.0,7.0,0.14,0.005,1.71,7.6,1.18,116.1,0.263,4.37,56.4,2.1,1,Co00,70000000.0,64.29599999999999,47553425707.58282,7.845098040014257,10.67718180859856,2.832083768584305
UGCA444,36,1,14.567417119896575,16.340865015413996,1.773447895517421,5.393589981394799,UGCA444,10,0.98,0.05,2,78.0,4.0,0.012,0.0,0.41,11.94,0.83,22.74,0.067,2.08,37.0,4.8,2,Ke07,6000000.0,42.18,13426093547.64457,6.778151250383644,10.12794966884952,3.349798418465875
UGC12632,15,1,6.2705151584461625,11.560265364500912,5.28975020605475,0.12635019614967058,UGC12632,9,9.77,2.93,1,46.0,3.0,1.301,0.03,3.94,13.09,2.42,66.81,1.744,12.6,71.7,2.8,1,"Sw09,Sw02",650500000.0,81.738,97701664722.11696,8.813247300897604,10.989901963651937,2.1766546627543306
UGC01281,25,4,623.253469084423,53.27497790776848,-569.9784911766545,576.416242826391,UGC01281,8,5.27,0.24,2,90.0,1.0,0.353,0.009,2.01,13.83,1.63,135.78,0.294,5.26,55.2,3.5,1,"dB02,Sw02",176500000.0,62.928,44582224022.35806,8.246744709723842,10.64916172983613,2.4024170201122885
UGC03205,46,2,341.1527068774138,80.11763030445712,-261.03507657295665,268.6923593659348,UGC03205,2,50.0,10.0,1,67.0,4.0,113.642,1.361,5.35,587.26,3.19,3915.89,9.677,28.6,219.6,8.6,1,"No07,No05",56821000000.0,250.34399999999997,2806994127066.1323,10.754508872657953,12.448241503982697,1.6937326313247445
UGC09037,19,1,14.399006527409677,20.287884671486367,5.88887814407669,-1.857438114427623e-07,UGC09037,6,83.6,8.4,1,65.0,5.0,68.614,1.769,5.69,334.83,4.28,841.07,19.078,39.72,152.3,9.6,2,Ha14,34307000000.000004,173.622,936362918633.4988,10.535382742526886,11.971444206656662,1.436061464129775
