galaxy,T,n_pts,rmax,model,cap,n_shells,chi2_red,bic
F583-1,9,25,16.26,nfw,0.6,1,0.3117,22.3277
F583-1,9,25,16.26,nfw,0.7,1,0.3117,22.3277
F583-1,9,25,16.26,nfw,0.8,1,0.3117,22.3277
F583-1,9,25,16.26,nfw,0.9,1,0.3117,22.3277
F583-1,9,25,16.26,nfw,1.0,1,0.3117,22.3277
IC2574,9,34,10.23,burkert,0.1,1,0.5925,34.813
IC2574,9,34,10.23,burkert,0.2,1,0.5295,32.9863
IC2574,9,34,10.23,burkert,0.3,1,0.4618,31.0239
IC2574,9,34,10.23,burkert,0.4,1,0.4618,31.0239
IC2574,9,34,10.23,burkert,0.5,1,0.4618,31.0239
IC2574,9,34,10.23,burkert,0.6,1,0.4618,31.0239
IC2574,9,34,10.23,burkert,0.7,1,0.4618,31.0239
IC2574,9,34,10.23,burkert,0.8,1,0.4618,31.0239
IC2574,9,34,10.23,burkert,0.9,1,0.4618,31.0239
IC2574,9,34,10.23,burkert,1.0,1,0.4618,31.0239
IC2574,9,34,10.23,einasto,0.1,3,0.5486,51.4085
IC2574,9,34,10.23,einasto,0.2,2,0.3392,37.0295
IC2574,9,34,10.23,einasto,0.3,2,0.2772,35.4178
IC2574,9,34,10.23,einasto,0.4,2,0.2772,35.4178
IC2574,9,34,10.23,einasto,0.5,2,0.2772,35.4178
IC2574,9,34,10.23,einasto,0.6,2,0.2772,35.4178
IC2574,9,34,10.23,einasto,0.7,2,0.2772,35.4178
IC2574,9,34,10.23,einasto,0.8,2,0.2772,35.4178
IC2574,9,34,10.23,einasto,0.9,2,0.2772,35.4178
IC2574,9,34,10.23,einasto,1.0,2,0.2772,35.4178
IC2574,9,34,10.23,nfw,0.1,3,0.7723,56.553
IC2574,9,34,10.23,nfw,0.2,2,0.4425,39.7156
IC2574,9,34,10.23,nfw,0.3,2,0.2774,35.4232
IC2574,9,34,10.23,nfw,0.4,2,0.2774,35.4232
IC2574,9,34,10.23,nfw,0.5,2,0.2774,35.4232
IC2574,9,34,10.23,nfw,0.6,2,0.2774,35.4232
IC2574,9,34,10.23,nfw,0.7,2,0.2774,35.4232
IC2574,9,34,10.23,nfw,0.8,2,0.2774,35.4232
IC2574,9,34,10.23,nfw,0.9,2,0.2774,35.4232
IC2574,9,34,10.23,nfw,1.0,2,0.2774,35.4232
IC4202,4,29,25.9,burkert,0.1,2,0.4203,35.7641
IC4202,4,29,25.9,burkert,0.2,2,0.3936,35.2041
IC4202,4,29,25.9,burkert,0.3,2,0.3936,35.2041
IC4202,4,29,25.9,burkert,0.4,2,0.3936,35.2041
IC4202,4,29,25.9,burkert,0.5,2,0.3936,35.2041
IC4202,4,29,25.9,burkert,0.6,2,0.3936,35.2041
IC4202,4,29,25.9,burkert,0.7,2,0.3936,35.2041
IC4202,4,29,25.9,burkert,0.8,2,0.3936,35.2041
IC4202,4,29,25.9,burkert,0.9,2,0.3936,35.2041
IC4202,4,29,25.9,burkert,1.0,2,0.3936,35.2041
IC4202,4,29,25.9,einasto,0.1,3,0.7539,50.6107
IC4202,4,29,25.9,einasto,0.2,3,0.478,45.6446
IC4202,4,29,25.9,einasto,0.3,3,0.4211,44.6199
IC4202,4,29,25.9,einasto,0.4,3,0.4217,44.63
IC4202,4,29,25.9,einasto,0.5,3,0.4211,44.6199
IC4202,4,29,25.9,einasto,0.6,3,0.4211,44.6199
IC4202,4,29,25.9,einasto,0.7,3,0.4211,44.6198
IC4202,4,29,25.9,einasto,0.8,3,0.4211,44.6198
IC4202,4,29,25.9,einasto,0.9,3,0.4211,44.6198
IC4202,4,29,25.9,einasto,1.0,3,0.4217,44.63
IC4202,4,29,25.9,nfw,0.1,3,0.798,51.4047
IC4202,4,29,25.9,nfw,0.2,3,0.4814,45.706
IC4202,4,29,25.9,nfw,0.3,3,0.4211,44.6207
IC4202,4,29,25.9,nfw,0.4,3,0.4211,44.6206
IC4202,4,29,25.9,nfw,0.5,3,0.4211,44.6206
IC4202,4,29,25.9,nfw,0.6,3,0.4211,44.6206
IC4202,4,29,25.9,nfw,0.7,2,0.9933,47.7984
IC4202,4,29,25.9,nfw,0.8,3,0.4211,44.6206
IC4202,4,29,25.9,nfw,0.9,2,0.9933,47.7984
IC4202,4,29,25.9,nfw,1.0,3,0.4211,44.6206
KK98-251,10,15,3.13,burkert,0.1,0,0.3021,9.3433
KK98-251,10,15,3.13,burkert,0.2,0,0.3021,9.3433
KK98-251,10,15,3.13,burkert,0.3,0,0.3021,9.3433
KK98-251,10,15,3.13,burkert,0.4,0,0.3021,9.3433
KK98-251,10,15,3.13,burkert,0.5,0,0.3021,9.3433
KK98-251,10,15,3.13,burkert,0.6,0,0.3021,9.3433
KK98-251,10,15,3.13,burkert,0.7,0,0.3021,9.3433
KK98-251,10,15,3.13,burkert,0.8,0,0.3021,9.3433
KK98-251,10,15,3.13,burkert,0.9,0,0.3021,9.3433
KK98-251,10,15,3.13,burkert,1.0,0,0.3021,9.3433
KK98-251,10,15,3.13,einasto,0.1,1,0.1068,14.6084
KK98-251,10,15,3.13,einasto,0.2,1,0.0932,14.4722
KK98-251,10,15,3.13,einasto,0.3,1,0.0932,14.4722
KK98-251,10,15,3.13,einasto,0.4,1,0.0932,14.4722
KK98-251,10,15,3.13,einasto,0.5,1,0.0932,14.4722
KK98-251,10,15,3.13,einasto,0.6,1,0.0932,14.4722
KK98-251,10,15,3.13,einasto,0.7,1,0.0932,14.4722
KK98-251,10,15,3.13,einasto,0.8,1,0.0932,14.4722
KK98-251,10,15,3.13,einasto,0.9,1,0.0932,14.4722
KK98-251,10,15,3.13,einasto,1.0,1,0.0932,14.4722
KK98-251,10,15,3.13,nfw,0.1,1,0.3982,17.5226
KK98-251,10,15,3.13,nfw,0.2,1,0.2102,15.6424
KK98-251,10,15,3.13,nfw,0.3,1,0.1536,15.0758
KK98-251,10,15,3.13,nfw,0.4,1,0.1536,15.0759
KK98-251,10,15,3.13,nfw,0.5,1,0.1535,15.0755
KK98-251,10,15,3.13,nfw,0.6,1,0.1535,15.0756
KK98-251,10,15,3.13,nfw,0.7,1,0.1536,15.0758
KK98-251,10,15,3.13,nfw,0.8,1,0.1535,15.0756
KK98-251,10,15,3.13,nfw,0.9,1,0.1535,15.0755
KK98-251,10,15,3.13,nfw,1.0,1,0.1535,15.0755
NGC0024,5,29,11.27,burkert,0.1,1,0.1491,20.414
NGC0024,5,29,11.27,burkert,0.2,1,0.1301,19.9588
NGC0024,5,29,11.27,burkert,0.3,1,0.1301,19.9588
NGC0024,5,29,11.27,burkert,0.4,1,0.4459,27.537
NGC0024,5,29,11.27,burkert,0.5,1,0.1301,19.9588
NGC0024,5,29,11.27,burkert,0.6,1,0.1301,19.9588
NGC0024,5,29,11.27,burkert,0.7,1,0.1301,19.9588
NGC0024,5,29,11.27,burkert,0.8,1,0.1301,19.9588
NGC0024,5,29,11.27,burkert,0.9,1,0.4459,27.537
NGC0024,5,29,11.27,burkert,1.0,1,0.1301,19.9588
NGC0024,5,29,11.27,einasto,0.1,1,0.7172,34.049
NGC0024,5,29,11.27,einasto,0.2,1,0.5728,30.5834
NGC0024,5,29,11.27,einasto,0.3,1,0.4135,26.7603
NGC0024,5,29,11.27,einasto,0.4,1,0.3705,25.7284
NGC0024,5,29,11.27,einasto,0.5,1,0.3705,25.7284
NGC0024,5,29,11.27,einasto,0.6,1,0.3705,25.7284
NGC0024,5,29,11.27,einasto,0.7,1,0.3705,25.7284
NGC0024,5,29,11.27,einasto,0.8,1,0.3705,25.7284
NGC0024,5,29,11.27,einasto,0.9,1,0.3705,25.7284
NGC0024,5,29,11.27,einasto,1.0,1,0.3705,25.7284
NGC0024,5,29,11.27,nfw,0.1,0,0.9312,31.8771
NGC0024,5,29,11.27,nfw,0.2,1,0.6052,31.3615
NGC0024,5,29,11.27,nfw,0.3,1,0.4523,27.6908
NGC0024,5,29,11.27,nfw,0.4,1,0.4005,26.449
NGC0024,5,29,11.27,nfw,0.5,1,0.4005,26.449
NGC0024,5,29,11.27,nfw,0.6,1,0.4005,26.449
NGC0024,5,29,11.27,nfw,0.7,1,0.4005,26.449
NGC0024,5,29,11.27,nfw,0.8,1,0.4005,26.449
NGC0024,5,29,11.27,nfw,0.9,1,0.4005,26.449
NGC0024,5,29,11.27,nfw,1.0,1,0.4005,26.449
NGC0055,9,21,13.5,burkert,0.1,0,0.4829,15.2648
NGC0055,9,21,13.5,burkert,0.2,0,0.4829,15.2648
NGC0055,9,21,13.5,burkert,0.3,0,0.4829,15.2648
NGC0055,9,21,13.5,burkert,0.4,0,0.4829,15.2648
NGC0055,9,21,13.5,burkert,0.5,0,0.4829,15.2648
NGC0055,9,21,13.5,burkert,0.6,0,0.4829,15.2648
NGC0055,9,21,13.5,burkert,0.7,0,0.4829,15.2648
NGC0055,9,21,13.5,burkert,0.8,0,0.4829,15.2648
NGC0055,9,21,13.5,burkert,0.9,0,0.4829,15.2648
NGC0055,9,21,13.5,burkert,1.0,0,0.4829,15.2648
NGC0055,9,21,13.5,einasto,0.1,1,0.6073,24.94
NGC0055,9,21,13.5,einasto,0.2,1,0.2602,19.3859
NGC0055,9,21,13.5,einasto,0.3,1,0.1597,17.7779
NGC0055,9,21,13.5,einasto,0.4,1,0.1597,17.7779
NGC0055,9,21,13.5,einasto,0.5,1,0.1597,17.7779
NGC0055,9,21,13.5,einasto,0.6,1,0.1597,17.7779
NGC0055,9,21,13.5,einasto,0.7,1,0.1597,17.7779
NGC0055,9,21,13.5,einasto,0.8,1,0.1597,17.7779
NGC0055,9,21,13.5,einasto,0.9,1,0.1597,17.7779
NGC0055,9,21,13.5,einasto,1.0,1,0.1597,17.7779
NGC0055,9,21,13.5,nfw,0.1,2,0.1729,26.6039
NGC0055,9,21,13.5,nfw,0.2,1,0.3625,21.0224
NGC0055,9,21,13.5,nfw,0.3,1,0.2337,18.9614
NGC0055,9,21,13.5,nfw,0.4,1,0.2337,18.9614
NGC0055,9,21,13.5,nfw,0.5,1,0.2337,18.9614
NGC0055,9,21,13.5,nfw,0.6,1,0.2337,18.9614
NGC0055,9,21,13.5,nfw,0.7,1,0.2337,18.9614
NGC0055,9,21,13.5,nfw,0.8,1,0.2337,18.9614
NGC0055,9,21,13.5,nfw,0.9,1,0.2337,18.9614
NGC0055,9,21,13.5,nfw,1.0,1,0.2337,18.9614
NGC0100,6,21,9.62,burkert,0.1,0,0.0855,7.7145
NGC0100,6,21,9.62,burkert,0.2,0,0.0855,7.7145
NGC0100,6,21,9.62,burkert,0.3,0,0.0855,7.7145
NGC0100,6,21,9.62,burkert,0.4,0,0.0855,7.7145
NGC0100,6,21,9.62,burkert,0.5,0,0.0855,7.7145
NGC0100,6,21,9.62,burkert,0.6,0,0.0855,7.7145
NGC0100,6,21,9.62,burkert,0.7,0,0.0855,7.7145
NGC0100,6,21,9.62,burkert,0.8,0,0.0855,7.7145
NGC0100,6,21,9.62,burkert,0.9,0,0.0855,7.7145
NGC0100,6,21,9.62,burkert,1.0,0,0.0855,7.7145
NGC0100,6,21,9.62,einasto,0.1,0,0.4641,14.906
NGC0100,6,21,9.62,einasto,0.2,0,0.4641,14.906
NGC0100,6,21,9.62,einasto,0.3,0,0.4641,14.906
NGC0100,6,21,9.62,einasto,0.4,0,0.4641,14.906
NGC0100,6,21,9.62,einasto,0.5,0,0.4641,14.906
NGC0100,6,21,9.62,einasto,0.6,0,0.4641,14.906
NGC0100,6,21,9.62,einasto,0.7,0,0.4641,14.906
NGC0100,6,21,9.62,einasto,0.8,0,0.4641,14.906
NGC0100,6,21,9.62,einasto,0.9,0,0.4641,14.906
NGC0100,6,21,9.62,einasto,1.0,0,0.4641,14.906
NGC0100,6,21,9.62,nfw,0.1,0,0.7589,20.5086
NGC0100,6,21,9.62,nfw,0.2,1,0.3007,20.0341
NGC0100,6,21,9.62,nfw,0.3,1,0.2941,19.9285
NGC0100,6,21,9.62,nfw,0.4,1,0.2941,19.9285
NGC0100,6,21,9.62,nfw,0.5,1,0.2941,19.9285
NGC0100,6,21,9.62,nfw,0.6,1,0.2941,19.9285
NGC0100,6,21,9.62,nfw,0.7,1,0.2941,19.9285
NGC0100,6,21,9.62,nfw,0.8,1,0.2941,19.9285
NGC0100,6,21,9.62,nfw,0.9,1,0.2941,19.9285
NGC0100,6,21,9.62,nfw,1.0,1,0.2941,19.9285
NGC0247,7,26,14.54,burkert,0.1,2,0.1627,28.9928
NGC0247,7,26,14.54,burkert,0.2,1,0.4678,26.114
NGC0247,7,26,14.54,burkert,0.3,1,0.4677,26.1117
NGC0247,7,26,14.54,burkert,0.4,1,0.0682,17.7221
NGC0247,7,26,14.54,burkert,0.5,1,0.0682,17.7221
NGC0247,7,26,14.54,burkert,0.6,1,0.0682,17.7221
NGC0247,7,26,14.54,burkert,0.7,1,0.0682,17.7221
NGC0247,7,26,14.54,burkert,0.8,1,0.0682,17.7221
NGC0247,7,26,14.54,burkert,0.9,1,0.0682,17.7221
NGC0247,7,26,14.54,burkert,1.0,1,0.0682,17.7221
NGC0247,7,26,14.54,einasto,0.1,1,0.4225,25.1638
NGC0247,7,26,14.54,einasto,0.2,1,0.3693,24.0458
NGC0247,7,26,14.54,einasto,0.3,1,0.1992,20.4743
NGC0247,7,26,14.54,einasto,0.4,1,0.1709,19.8799
NGC0247,7,26,14.54,einasto,0.5,2,0.0267,26.5455
NGC0247,7,26,14.54,einasto,0.6,2,0.0267,26.5455
NGC0247,7,26,14.54,einasto,0.7,1,0.1709,19.8799
NGC0247,7,26,14.54,einasto,0.8,1,0.1709,19.8799
NGC0247,7,26,14.54,einasto,0.9,1,0.1709,19.8799
NGC0247,7,26,14.54,einasto,1.0,1,0.1709,19.8799
NGC0247,7,26,14.54,nfw,0.1,1,0.2885,22.3488
NGC0247,7,26,14.54,nfw,0.2,1,0.214,20.7842
NGC0247,7,26,14.54,nfw,0.3,1,0.1563,19.5719
NGC0247,7,26,14.54,nfw,0.4,1,0.1563,19.5719
NGC0247,7,26,14.54,nfw,0.5,1,0.1563,19.5719
NGC0247,7,26,14.54,nfw,0.6,1,0.1563,19.5719
NGC0247,7,26,14.54,nfw,0.7,1,0.1563,19.5719
NGC0247,7,26,14.54,nfw,0.8,1,0.1563,19.5719
NGC0247,7,26,14.54,nfw,0.9,1,0.1563,19.5719
NGC0247,7,26,14.54,nfw,1.0,1,0.1563,19.5719
NGC0289,4,28,71.12,burkert,0.1,1,1.0716,41.3084
NGC0289,4,28,71.12,burkert,0.2,2,0.5209,37.0764
NGC0289,4,28,71.12,burkert,0.3,2,0.4375,35.4084
NGC0289,4,28,71.12,burkert,0.4,2,0.4121,34.8992
NGC0289,4,28,71.12,burkert,0.5,2,0.4121,34.8992
NGC0289,4,28,71.12,burkert,0.6,2,0.4121,34.8992
NGC0289,4,28,71.12,burkert,0.7,2,0.4121,34.8992
NGC0289,4,28,71.12,burkert,0.8,2,0.4121,34.8992
NGC0289,4,28,71.12,burkert,0.9,2,0.4121,34.8992
NGC0289,4,28,71.12,burkert,1.0,2,0.4121,34.8992
NGC0289,4,28,71.12,einasto,0.1,1,1.0628,41.1061
NGC0289,4,28,71.12,einasto,0.2,2,0.4871,36.4
NGC0289,4,28,71.12,einasto,0.3,2,0.5933,38.5241
NGC0289,4,28,71.12,einasto,0.4,2,0.456,35.7779
NGC0289,4,28,71.12,einasto,0.5,1,0.9857,39.3319
NGC0289,4,28,71.12,einasto,0.6,2,0.4229,35.1159
NGC0289,4,28,71.12,einasto,0.7,2,0.456,35.7779
NGC0289,4,28,71.12,einasto,0.8,2,0.4229,35.1159
NGC0289,4,28,71.12,einasto,0.9,2,0.4229,35.1159
NGC0289,4,28,71.12,einasto,1.0,2,0.456,35.7779
NGC0289,4,28,71.12,nfw,0.1,1,1.0505,40.8216
NGC0289,4,28,71.12,nfw,0.2,1,0.9492,38.4929
NGC0289,4,28,71.12,nfw,0.3,2,0.423,35.1184
NGC0289,4,28,71.12,nfw,0.4,2,0.423,35.1184
NGC0289,4,28,71.12,nfw,0.5,2,0.4437,35.5317
NGC0289,4,28,71.12,nfw,0.6,2,0.4437,35.5317
NGC0289,4,28,71.12,nfw,0.7,2,0.4437,35.5317
NGC0289,4,28,71.12,nfw,0.8,2,0.4437,35.5317
NGC0289,4,28,71.12,nfw,0.9,2,0.423,35.1184
NGC0289,4,28,71.12,nfw,1.0,2,0.423,35.1184
NGC0300,7,25,11.8,burkert,0.1,0,0.5834,19.8548
NGC0300,7,25,11.8,burkert,0.2,0,0.5834,19.8548
NGC0300,7,25,11.8,burkert,0.3,0,0.5834,19.8548
NGC0300,7,25,11.8,burkert,0.4,0,0.5834,19.8548
NGC0300,7,25,11.8,burkert,0.5,0,0.5834,19.8548
NGC0300,7,25,11.8,burkert,0.6,0,0.5834,19.8548
NGC0300,7,25,11.8,burkert,0.7,0,0.5834,19.8548
NGC0300,7,25,11.8,burkert,0.8,0,0.5834,19.8548
NGC0300,7,25,11.8,burkert,0.9,0,0.5834,19.8548
NGC0300,7,25,11.8,burkert,1.0,0,0.5834,19.8548
NGC0300,7,25,11.8,einasto,0.1,0,0.6167,20.6216
NGC0300,7,25,11.8,einasto,0.2,0,0.6167,20.6216
NGC0300,7,25,11.8,einasto,0.3,0,0.6167,20.6216
NGC0300,7,25,11.8,einasto,0.4,0,0.6167,20.6216
NGC0300,7,25,11.8,einasto,0.5,0,0.6167,20.6216
NGC0300,7,25,11.8,einasto,0.6,0,0.6167,20.6216
NGC0300,7,25,11.8,einasto,0.7,0,0.6167,20.6216
NGC0300,7,25,11.8,einasto,0.8,0,0.6167,20.6216
NGC0300,7,25,11.8,einasto,0.9,0,0.6167,20.6216
NGC0300,7,25,11.8,einasto,1.0,0,0.6167,20.6216
NGC0300,7,25,11.8,nfw,0.1,0,0.6473,21.3253
NGC0300,7,25,11.8,nfw,0.2,0,0.6473,21.3253
NGC0300,7,25,11.8,nfw,0.3,0,0.6473,21.3253
NGC0300,7,25,11.8,nfw,0.4,0,0.6473,21.3253
NGC0300,7,25,11.8,nfw,0.5,0,0.6473,21.3253
NGC0300,7,25,11.8,nfw,0.6,0,0.6473,21.3253
NGC0300,7,25,11.8,nfw,0.7,0,0.6473,21.3253
NGC0300,7,25,11.8,nfw,0.8,0,0.6473,21.3253
NGC0300,7,25,11.8,nfw,0.9,0,0.6473,21.3253
NGC0300,7,25,11.8,nfw,1.0,0,0.6473,21.3253
NGC0801,5,11,59.82,burkert,0.1,2,0.4641,20.5755
NGC0801,5,11,59.82,burkert,0.2,2,0.1931,19.7623
NGC0801,5,11,59.82,burkert,0.3,2,0.1281,19.5673
NGC0801,5,11,59.82,burkert,0.4,1,1.0062,18.0269
NGC0801,5,11,59.82,burkert,0.5,1,0.8467,17.0694
NGC0801,5,11,59.82,burkert,0.6,1,0.6188,15.7023
NGC0801,5,11,59.82,burkert,0.7,1,0.5345,15.1967
NGC0801,5,11,59.82,burkert,0.8,1,0.5013,14.9973
NGC0801,5,11,59.82,burkert,0.9,1,0.4866,14.9088
NGC0801,5,11,59.82,burkert,1.0,1,0.4785,14.8605
NGC0801,5,11,59.82,einasto,0.1,1,0.5442,15.2545
NGC0801,5,11,59.82,einasto,0.2,2,0.1341,19.5854
NGC0801,5,11,59.82,einasto,0.3,1,0.7968,16.77
NGC0801,5,11,59.82,einasto,0.4,1,0.4334,14.5901
NGC0801,5,11,59.82,einasto,0.5,1,0.5885,15.5202
NGC0801,5,11,59.82,einasto,0.6,1,0.3268,13.95
NGC0801,5,11,59.82,einasto,0.7,1,0.2793,13.6652
NGC0801,5,11,59.82,einasto,0.8,1,0.2559,13.525
NGC0801,5,11,59.82,einasto,0.9,1,0.2455,13.4625
NGC0801,5,11,59.82,einasto,1.0,1,0.2413,13.4371
NGC0801,5,11,59.82,nfw,0.1,1,0.669,16.0037
NGC0801,5,11,59.82,nfw,0.2,2,0.1326,19.5809
NGC0801,5,11,59.82,nfw,0.3,1,0.5944,15.5558
NGC0801,5,11,59.82,nfw,0.4,1,0.648,15.8773
NGC0801,5,11,59.82,nfw,0.5,1,0.648,15.8773
NGC0801,5,11,59.82,nfw,0.6,1,0.3514,14.0979
NGC0801,5,11,59.82,nfw,0.7,1,0.2969,13.7708
NGC0801,5,11,59.82,nfw,0.8,1,0.2723,13.6233
NGC0801,5,11,59.82,nfw,0.9,1,0.2616,13.559
NGC0801,5,11,59.82,nfw,1.0,1,0.2572,13.5328
NGC0891,3,14,17.11,burkert,0.1,1,0.5579,18.2166
NGC0891,3,14,17.11,burkert,0.2,1,0.2702,15.6274
NGC0891,3,14,17.11,burkert,0.3,1,0.2702,15.6274
NGC0891,3,14,17.11,burkert,0.4,1,0.2702,15.6274
NGC0891,3,14,17.11,burkert,0.5,1,0.2702,15.6274
NGC0891,3,14,17.11,burkert,0.6,1,0.2702,15.6274
NGC0891,3,14,17.11,burkert,0.7,1,0.2702,15.6274
NGC0891,3,14,17.11,burkert,0.8,1,0.2702,15.6274
NGC0891,3,14,17.11,burkert,0.9,1,0.2702,15.6274
NGC0891,3,14,17.11,burkert,1.0,1,0.2702,15.6274
NGC0891,3,14,17.11,einasto,0.1,1,0.9609,21.8432
NGC0891,3,14,17.11,einasto,0.2,1,0.8151,20.5313
NGC0891,3,14,17.11,einasto,0.3,1,0.8151,20.5313
NGC0891,3,14,17.11,einasto,0.4,1,0.8151,20.5313
NGC0891,3,14,17.11,einasto,0.5,1,0.8151,20.5313
NGC0891,3,14,17.11,einasto,0.6,1,0.8151,20.5313
NGC0891,3,14,17.11,einasto,0.7,1,0.8151,20.5313
NGC0891,3,14,17.11,einasto,0.8,1,0.8151,20.5313
NGC0891,3,14,17.11,einasto,0.9,1,0.8151,20.5313
NGC0891,3,14,17.11,einasto,1.0,1,0.8151,20.5313
NGC0891,3,14,17.11,nfw,0.1,1,0.9687,21.9138
NGC0891,3,14,17.11,nfw,0.2,1,0.811,20.4939
NGC0891,3,14,17.11,nfw,0.3,1,0.811,20.4939
NGC0891,3,14,17.11,nfw,0.4,1,0.811,20.4939
NGC0891,3,14,17.11,nfw,0.5,1,0.811,20.4939
NGC0891,3,14,17.11,nfw,0.6,1,0.811,20.4939
NGC0891,3,14,17.11,nfw,0.7,1,0.811,20.4939
NGC0891,3,14,17.11,nfw,0.8,1,0.811,20.4939
NGC0891,3,14,17.11,nfw,0.9,1,0.811,20.4939
NGC0891,3,14,17.11,nfw,1.0,1,0.811,20.4939
NGC1003,6,36,30.24,burkert,0.1,3,0.2933,46.7508
NGC1003,6,36,30.24,burkert,0.2,3,0.2152,44.798
NGC1003,6,36,30.24,burkert,0.3,3,0.2152,44.798
NGC1003,6,36,30.24,burkert,0.4,2,0.3767,39.217
NGC1003,6,36,30.24,burkert,0.5,2,0.3767,39.217
NGC1003,6,36,30.24,burkert,0.6,2,0.3767,39.217
NGC1003,6,36,30.24,burkert,0.7,2,0.3767,39.217
NGC1003,6,36,30.24,burkert,0.8,2,0.3767,39.217
NGC1003,6,36,30.24,burkert,0.9,2,0.3767,39.217
NGC1003,6,36,30.24,burkert,1.0,2,0.3767,39.217
NGC1003,6,36,30.24,einasto,0.1,3,0.381,48.9431
NGC1003,6,36,30.24,einasto,0.2,3,0.2686,46.1338
NGC1003,6,36,30.24,einasto,0.3,2,0.5415,43.8304
NGC1003,6,36,30.24,einasto,0.4,2,0.5644,44.4713
NGC1003,6,36,30.24,einasto,0.5,2,0.5644,44.4713
NGC1003,6,36,30.24,einasto,0.6,2,0.5644,44.4713
NGC1003,6,36,30.24,einasto,0.7,2,0.5171,43.1467
NGC1003,6,36,30.24,einasto,0.8,2,0.5644,44.4713
NGC1003,6,36,30.24,einasto,0.9,3,0.2627,45.9859
NGC1003,6,36,30.24,einasto,1.0,3,0.2627,45.9859
NGC1003,6,36,30.24,nfw,0.1,3,0.3638,48.5147
NGC1003,6,36,30.24,nfw,0.2,3,0.2586,45.8847
NGC1003,6,36,30.24,nfw,0.3,2,0.47,41.827
NGC1003,6,36,30.24,nfw,0.4,2,0.4518,41.3188
NGC1003,6,36,30.24,nfw,0.5,2,0.4518,41.3188
NGC1003,6,36,30.24,nfw,0.6,2,0.4518,41.3188
NGC1003,6,36,30.24,nfw,0.7,2,0.4518,41.3188
NGC1003,6,36,30.24,nfw,0.8,2,0.4518,41.3188
NGC1003,6,36,30.24,nfw,0.9,2,0.4518,41.3188
NGC1003,6,36,30.24,nfw,1.0,2,0.4518,41.3188
NGC1090,4,22,30.09,burkert,0.1,1,0.6393,26.3237
NGC1090,4,22,30.09,burkert,0.2,1,0.5295,24.4562
NGC1090,4,22,30.09,burkert,0.3,1,0.5224,24.3363
NGC1090,4,22,30.09,burkert,0.4,1,0.5224,24.3363
NGC1090,4,22,30.09,burkert,0.5,1,0.5224,24.3363
NGC1090,4,22,30.09,burkert,0.6,1,0.5224,24.3363
NGC1090,4,22,30.09,burkert,0.7,1,0.5224,24.3363
NGC1090,4,22,30.09,burkert,0.8,1,0.5224,24.3363
NGC1090,4,22,30.09,burkert,0.9,1,0.5224,24.3363
NGC1090,4,22,30.09,burkert,1.0,1,0.5224,24.3363
NGC1090,4,22,30.09,einasto,0.1,1,0.9743,32.0183
NGC1090,4,22,30.09,einasto,0.2,1,0.8342,29.6372
NGC1090,4,22,30.09,einasto,0.3,1,0.8342,29.6372
NGC1090,4,22,30.09,einasto,0.4,1,0.8342,29.6372
NGC1090,4,22,30.09,einasto,0.5,1,0.8342,29.6372
NGC1090,4,22,30.09,einasto,0.6,1,0.8342,29.6372
NGC1090,4,22,30.09,einasto,0.7,1,0.8342,29.6372
NGC1090,4,22,30.09,einasto,0.8,1,0.8342,29.6372
NGC1090,4,22,30.09,einasto,0.9,1,0.8342,29.6372
NGC1090,4,22,30.09,einasto,1.0,1,0.8342,29.6372
NGC1090,4,22,30.09,nfw,0.1,1,0.9542,31.6758
NGC1090,4,22,30.09,nfw,0.2,1,0.8397,29.7307
NGC1090,4,22,30.09,nfw,0.3,1,0.8397,29.7307
NGC1090,4,22,30.09,nfw,0.4,1,0.8397,29.7307
NGC1090,4,22,30.09,nfw,0.5,1,0.8397,29.7307
NGC1090,4,22,30.09,nfw,0.6,1,0.8397,29.7307
NGC1090,4,22,30.09,nfw,0.7,1,0.8397,29.7307
NGC1090,4,22,30.09,nfw,0.8,1,0.8397,29.7307
NGC1090,4,22,30.09,nfw,0.9,1,0.8397,29.7307
NGC1090,4,22,30.09,nfw,1.0,1,0.8397,29.7307
NGC2403,6,73,20.87,burkert,0.1,4,1.6102,155.0669
NGC2403,6,73,20.87,burkert,0.2,4,0.5898,94.8631
NGC2403,6,73,20.87,burkert,0.3,3,0.6169,85.4435
NGC2403,6,73,20.87,burkert,0.4,2,0.7185,81.0249
NGC2403,6,73,20.87,burkert,0.5,3,0.6132,85.2127
NGC2403,6,73,20.87,burkert,0.6,2,0.6957,79.5425
NGC2403,6,73,20.87,burkert,0.7,2,0.6957,79.5425
NGC2403,6,73,20.87,burkert,0.8,2,0.6957,79.5425
NGC2403,6,73,20.87,burkert,0.9,2,0.6957,79.5425
NGC2403,6,73,20.87,burkert,1.0,2,0.6957,79.5425
NGC2403,6,73,20.87,einasto,0.1,4,1.9819,176.9998
NGC2403,6,73,20.87,einasto,0.2,4,1.1521,128.041
NGC2403,6,73,20.87,einasto,0.3,4,0.9401,115.5344
NGC2403,6,73,20.87,einasto,0.4,4,0.7754,105.8146
NGC2403,6,73,20.87,einasto,0.5,4,0.5407,91.9653
NGC2403,6,73,20.87,einasto,0.6,4,0.5407,91.9653
NGC2403,6,73,20.87,einasto,0.7,3,0.735,92.7624
NGC2403,6,73,20.87,einasto,0.8,3,0.7789,95.4858
NGC2403,6,73,20.87,einasto,0.9,4,0.5407,91.9653
