galaxy,T,n_pts,rmax,model,cap,n_shells,chi2_red,bic
UGC06667,6,9,7.85,burkert,0.4,0,0.0942,5.054
UGC06667,6,9,7.85,burkert,0.5,0,0.0942,5.054
UGC06667,6,9,7.85,burkert,0.6,0,0.0942,5.054
UGC06667,6,9,7.85,burkert,0.7,0,0.0942,5.054
UGC06667,6,9,7.85,burkert,0.8,0,0.0942,5.054
UGC06667,6,9,7.85,burkert,0.9,0,0.0942,5.054
UGC06667,6,9,7.85,burkert,1.0,0,0.0942,5.054
UGC06667,6,9,7.85,einasto,0.1,0,1.1864,12.699
UGC06667,6,9,7.85,einasto,0.2,1,0.4118,12.6335
UGC06667,6,9,7.85,einasto,0.3,1,0.2251,11.8866
UGC06667,6,9,7.85,einasto,0.4,1,0.1859,11.7295
UGC06667,6,9,7.85,einasto,0.5,1,0.1859,11.7295
UGC06667,6,9,7.85,einasto,0.6,1,0.1859,11.7295
UGC06667,6,9,7.85,einasto,0.7,1,0.1859,11.7295
UGC06667,6,9,7.85,einasto,0.8,1,0.1859,11.7295
UGC06667,6,9,7.85,einasto,0.9,1,0.1859,11.7295
UGC06667,6,9,7.85,einasto,1.0,1,0.1859,11.7295
UGC06667,6,9,7.85,nfw,0.1,0,1.3067,13.5417
UGC06667,6,9,7.85,nfw,0.2,1,0.4704,12.8678
UGC06667,6,9,7.85,nfw,0.3,1,0.2735,12.0801
UGC06667,6,9,7.85,nfw,0.4,1,0.2379,11.9377
UGC06667,6,9,7.85,nfw,0.5,1,0.2379,11.9377
UGC06667,6,9,7.85,nfw,0.6,1,0.2379,11.9377
UGC06667,6,9,7.85,nfw,0.7,1,0.2379,11.9377
UGC06667,6,9,7.85,nfw,0.8,1,0.2379,11.9377
UGC06667,6,9,7.85,nfw,0.9,1,0.2379,11.9377
UGC06667,6,9,7.85,nfw,1.0,1,0.2379,11.9377
UGC06786,0,45,34.05,burkert,0.1,1,0.4218,35.9038
UGC06786,0,45,34.05,burkert,0.2,1,0.4048,35.2238
UGC06786,0,45,34.05,burkert,0.3,1,0.3959,34.8707
UGC06786,0,45,34.05,burkert,0.4,1,0.3959,34.8707
UGC06786,0,45,34.05,burkert,0.5,1,0.3959,34.8707
UGC06786,0,45,34.05,burkert,0.6,1,0.3959,34.8707
UGC06786,0,45,34.05,burkert,0.7,1,0.3959,34.8707
UGC06786,0,45,34.05,burkert,0.8,1,0.3959,34.8707
UGC06786,0,45,34.05,burkert,0.9,1,0.3959,34.8707
UGC06786,0,45,34.05,burkert,1.0,1,0.3959,34.8707
UGC06786,0,45,34.05,einasto,0.1,1,0.8773,54.1259
UGC06786,0,45,34.05,einasto,0.2,3,0.2349,49.8598
UGC06786,0,45,34.05,einasto,0.3,3,0.1348,46.4571
UGC06786,0,45,34.05,einasto,0.4,2,0.4507,47.1293
UGC06786,0,45,34.05,einasto,0.5,3,0.1144,45.7626
UGC06786,0,45,34.05,einasto,0.6,3,0.1144,45.7626
UGC06786,0,45,34.05,einasto,0.7,3,0.1144,45.7626
UGC06786,0,45,34.05,einasto,0.8,3,0.1144,45.7626
UGC06786,0,45,34.05,einasto,0.9,3,0.1144,45.7626
UGC06786,0,45,34.05,einasto,1.0,1,0.8773,54.1259
UGC06786,0,45,34.05,nfw,0.1,2,0.4213,46.0409
UGC06786,0,45,34.05,nfw,0.2,2,0.3842,44.6702
UGC06786,0,45,34.05,nfw,0.3,2,0.3842,44.6702
UGC06786,0,45,34.05,nfw,0.4,2,0.3842,44.6702
UGC06786,0,45,34.05,nfw,0.5,2,0.3842,44.6702
UGC06786,0,45,34.05,nfw,0.6,2,0.3842,44.6702
UGC06786,0,45,34.05,nfw,0.7,2,0.3842,44.6702
UGC06786,0,45,34.05,nfw,0.8,2,0.3842,44.6702
UGC06786,0,45,34.05,nfw,0.9,2,0.3842,44.6702
UGC06786,0,45,34.05,nfw,1.0,3,0.1136,45.734
UGC06787,2,55,37.19,burkert,0.1,4,0.7334,86.1717
UGC06787,2,55,37.19,burkert,0.2,3,0.49,65.6392
UGC06787,2,55,37.19,burkert,0.3,3,0.4864,65.4835
UGC06787,2,55,37.19,burkert,0.4,3,0.4864,65.4835
UGC06787,2,55,37.19,burkert,0.5,3,0.4864,65.4835
UGC06787,2,55,37.19,burkert,0.6,3,0.4864,65.4835
UGC06787,2,55,37.19,burkert,0.7,3,0.4864,65.4835
UGC06787,2,55,37.19,burkert,0.8,3,0.4864,65.4835
UGC06787,2,55,37.19,burkert,0.9,3,0.4864,65.4835
UGC06787,2,55,37.19,burkert,1.0,3,0.4864,65.4835
UGC06787,2,55,37.19,einasto,0.1,4,1.5972,121.5859
UGC06787,2,55,37.19,einasto,0.2,4,0.2568,66.6295
UGC06787,2,55,37.19,einasto,0.3,4,0.2565,66.6201
UGC06787,2,55,37.19,einasto,0.4,3,0.9999,88.076
UGC06787,2,55,37.19,einasto,0.5,4,0.2565,66.6201
UGC06787,2,55,37.19,einasto,0.6,4,0.2565,66.6201
UGC06787,2,55,37.19,einasto,0.7,4,0.2565,66.6201
UGC06787,2,55,37.19,einasto,0.8,3,0.9999,88.076
UGC06787,2,55,37.19,einasto,0.9,4,0.2566,66.6221
UGC06787,2,55,37.19,einasto,1.0,3,0.9999,88.076
UGC06787,2,55,37.19,nfw,0.1,4,1.5505,119.6732
UGC06787,2,55,37.19,nfw,0.2,4,0.2568,66.6315
UGC06787,2,55,37.19,nfw,0.3,4,0.2566,66.6221
UGC06787,2,55,37.19,nfw,0.4,4,0.2566,66.6221
UGC06787,2,55,37.19,nfw,0.5,4,0.2566,66.6221
UGC06787,2,55,37.19,nfw,0.6,4,0.2566,66.6221
UGC06787,2,55,37.19,nfw,0.7,4,0.2566,66.6221
UGC06787,2,55,37.19,nfw,0.8,4,0.2566,66.6221
UGC06787,2,55,37.19,nfw,0.9,4,0.2566,66.6221
UGC06787,2,55,37.19,nfw,1.0,4,0.2566,66.6221
UGC06818,9,8,6.98,burkert,0.1,0,1.2107,11.4229
UGC06818,9,8,6.98,burkert,0.2,1,0.2972,11.2887
UGC06818,9,8,6.98,burkert,0.3,1,0.2972,11.2887
UGC06818,9,8,6.98,burkert,0.4,1,0.2972,11.2887
UGC06818,9,8,6.98,burkert,0.5,1,0.2972,11.2887
UGC06818,9,8,6.98,burkert,0.6,1,0.2972,11.2887
UGC06818,9,8,6.98,burkert,0.7,1,0.2972,11.2887
UGC06818,9,8,6.98,burkert,0.8,1,0.2972,11.2887
UGC06818,9,8,6.98,burkert,0.9,1,0.2972,11.2887
UGC06818,9,8,6.98,burkert,1.0,1,0.2972,11.2887
UGC06818,9,8,6.98,einasto,0.1,1,0.8968,13.0877
UGC06818,9,8,6.98,einasto,0.2,1,0.4725,11.8146
UGC06818,9,8,6.98,einasto,0.3,1,0.4689,11.804
UGC06818,9,8,6.98,einasto,0.4,1,0.4689,11.804
UGC06818,9,8,6.98,einasto,0.5,1,0.4689,11.804
UGC06818,9,8,6.98,einasto,0.6,1,0.4689,11.804
UGC06818,9,8,6.98,einasto,0.7,1,0.4689,11.804
UGC06818,9,8,6.98,einasto,0.8,1,0.4689,11.804
UGC06818,9,8,6.98,einasto,0.9,1,0.4689,11.804
UGC06818,9,8,6.98,einasto,1.0,1,0.4689,11.804
UGC06818,9,8,6.98,nfw,0.1,1,1.0683,13.6022
UGC06818,9,8,6.98,nfw,0.2,1,0.4796,11.836
UGC06818,9,8,6.98,nfw,0.3,1,0.4675,11.7996
UGC06818,9,8,6.98,nfw,0.4,1,0.4675,11.7996
UGC06818,9,8,6.98,nfw,0.5,1,0.477,11.8282
UGC06818,9,8,6.98,nfw,0.6,1,0.477,11.8282
UGC06818,9,8,6.98,nfw,0.7,1,0.477,11.8282
UGC06818,9,8,6.98,nfw,0.8,1,0.4675,11.7996
UGC06818,9,8,6.98,nfw,0.9,1,0.477,11.8282
UGC06818,9,8,6.98,nfw,1.0,1,0.477,11.8282
UGC06917,9,11,10.47,burkert,0.1,0,0.1956,6.5563
UGC06917,9,11,10.47,burkert,0.2,0,0.1956,6.5563
UGC06917,9,11,10.47,burkert,0.3,0,0.1956,6.5563
UGC06917,9,11,10.47,burkert,0.4,0,0.1956,6.5563
UGC06917,9,11,10.47,burkert,0.5,0,0.1956,6.5563
UGC06917,9,11,10.47,burkert,0.6,0,0.1956,6.5563
UGC06917,9,11,10.47,burkert,0.7,0,0.1956,6.5563
UGC06917,9,11,10.47,burkert,0.8,0,0.1956,6.5563
UGC06917,9,11,10.47,burkert,0.9,0,0.1956,6.5563
UGC06917,9,11,10.47,burkert,1.0,0,0.1956,6.5563
UGC06917,9,11,10.47,einasto,0.1,0,0.8179,12.1571
UGC06917,9,11,10.47,einasto,0.2,0,0.8179,12.1571
UGC06917,9,11,10.47,einasto,0.3,0,0.8179,12.1571
UGC06917,9,11,10.47,einasto,0.4,0,0.8179,12.1571
UGC06917,9,11,10.47,einasto,0.5,0,0.8179,12.1571
UGC06917,9,11,10.47,einasto,0.6,0,0.8179,12.1571
UGC06917,9,11,10.47,einasto,0.7,0,0.8179,12.1571
UGC06917,9,11,10.47,einasto,0.8,0,0.8179,12.1571
UGC06917,9,11,10.47,einasto,0.9,0,0.8179,12.1571
UGC06917,9,11,10.47,einasto,1.0,0,0.8179,12.1571
UGC06917,9,11,10.47,nfw,0.1,0,0.8035,12.0272
UGC06917,9,11,10.47,nfw,0.2,0,0.8035,12.0272
UGC06917,9,11,10.47,nfw,0.3,0,0.8035,12.0272
UGC06917,9,11,10.47,nfw,0.4,0,0.8035,12.0272
UGC06917,9,11,10.47,nfw,0.5,0,0.8035,12.0272
UGC06917,9,11,10.47,nfw,0.6,0,0.8035,12.0272
UGC06917,9,11,10.47,nfw,0.7,0,0.8035,12.0272
UGC06917,9,11,10.47,nfw,0.8,0,0.8035,12.0272
UGC06917,9,11,10.47,nfw,0.9,0,0.8035,12.0272
UGC06917,9,11,10.47,nfw,1.0,0,0.8035,12.0272
UGC06923,10,6,5.16,burkert,0.1,0,0.482,5.5116
UGC06923,10,6,5.16,burkert,0.2,0,0.482,5.5116
UGC06923,10,6,5.16,burkert,0.3,0,0.482,5.5116
UGC06923,10,6,5.16,burkert,0.4,0,0.482,5.5116
UGC06923,10,6,5.16,burkert,0.5,0,0.482,5.5116
UGC06923,10,6,5.16,burkert,0.6,0,0.482,5.5116
UGC06923,10,6,5.16,burkert,0.7,0,0.482,5.5116
UGC06923,10,6,5.16,burkert,0.8,0,0.482,5.5116
UGC06923,10,6,5.16,burkert,0.9,0,0.482,5.5116
UGC06923,10,6,5.16,burkert,1.0,0,0.482,5.5116
UGC06923,10,6,5.16,einasto,0.1,0,0.8296,6.9021
UGC06923,10,6,5.16,einasto,0.2,0,0.8296,6.9021
UGC06923,10,6,5.16,einasto,0.3,0,0.8296,6.9021
UGC06923,10,6,5.16,einasto,0.4,0,0.8296,6.9021
UGC06923,10,6,5.16,einasto,0.5,0,0.8296,6.9021
UGC06923,10,6,5.16,einasto,0.6,0,0.8296,6.9021
UGC06923,10,6,5.16,einasto,0.7,0,0.8296,6.9021
UGC06923,10,6,5.16,einasto,0.8,0,0.8296,6.9021
UGC06923,10,6,5.16,einasto,0.9,0,0.8296,6.9021
UGC06923,10,6,5.16,einasto,1.0,0,0.8296,6.9021
UGC06923,10,6,5.16,nfw,0.1,0,0.9549,7.4033
UGC06923,10,6,5.16,nfw,0.2,0,0.9549,7.4033
UGC06923,10,6,5.16,nfw,0.3,0,0.9549,7.4033
UGC06923,10,6,5.16,nfw,0.4,0,0.9549,7.4033
UGC06923,10,6,5.16,nfw,0.5,0,0.9549,7.4033
UGC06923,10,6,5.16,nfw,0.6,0,0.9549,7.4033
UGC06923,10,6,5.16,nfw,0.7,0,0.9549,7.4033
UGC06923,10,6,5.16,nfw,0.8,0,0.9549,7.4033
UGC06923,10,6,5.16,nfw,0.9,0,0.9549,7.4033
UGC06923,10,6,5.16,nfw,1.0,0,0.9549,7.4033
UGC06930,7,10,16.61,burkert,0.1,0,0.1757,6.0105
UGC06930,7,10,16.61,burkert,0.2,0,0.1757,6.0105
UGC06930,7,10,16.61,burkert,0.3,0,0.1757,6.0105
UGC06930,7,10,16.61,burkert,0.4,0,0.1757,6.0105
UGC06930,7,10,16.61,burkert,0.5,0,0.1757,6.0105
UGC06930,7,10,16.61,burkert,0.6,0,0.1757,6.0105
UGC06930,7,10,16.61,burkert,0.7,0,0.1757,6.0105
UGC06930,7,10,16.61,burkert,0.8,0,0.1757,6.0105
UGC06930,7,10,16.61,burkert,0.9,0,0.1757,6.0105
UGC06930,7,10,16.61,burkert,1.0,0,0.1757,6.0105
UGC06930,7,10,16.61,einasto,0.1,0,0.3391,7.3177
UGC06930,7,10,16.61,einasto,0.2,0,0.3391,7.3177
UGC06930,7,10,16.61,einasto,0.3,0,0.3391,7.3177
UGC06930,7,10,16.61,einasto,0.4,0,0.3391,7.3177
UGC06930,7,10,16.61,einasto,0.5,0,0.3391,7.3177
UGC06930,7,10,16.61,einasto,0.6,0,0.3391,7.3177
UGC06930,7,10,16.61,einasto,0.7,0,0.3391,7.3177
UGC06930,7,10,16.61,einasto,0.8,0,0.3391,7.3177
UGC06930,7,10,16.61,einasto,0.9,0,0.3391,7.3177
UGC06930,7,10,16.61,einasto,1.0,0,0.3391,7.3177
UGC06930,7,10,16.61,nfw,0.1,0,0.2774,6.8243
UGC06930,7,10,16.61,nfw,0.2,0,0.2774,6.8243
UGC06930,7,10,16.61,nfw,0.3,0,0.2774,6.8243
UGC06930,7,10,16.61,nfw,0.4,0,0.2774,6.8243
UGC06930,7,10,16.61,nfw,0.5,0,0.2774,6.8243
UGC06930,7,10,16.61,nfw,0.6,0,0.2774,6.8243
UGC06930,7,10,16.61,nfw,0.7,0,0.2774,6.8243
UGC06930,7,10,16.61,nfw,0.8,0,0.2774,6.8243
UGC06930,7,10,16.61,nfw,0.9,0,0.2774,6.8243
UGC06930,7,10,16.61,nfw,1.0,0,0.2774,6.8243
UGC06983,6,17,15.68,burkert,0.1,0,0.4234,12.0178
UGC06983,6,17,15.68,burkert,0.2,0,0.4234,12.0178
UGC06983,6,17,15.68,burkert,0.3,0,0.4234,12.0178
UGC06983,6,17,15.68,burkert,0.4,0,0.4234,12.0178
UGC06983,6,17,15.68,burkert,0.5,0,0.4234,12.0178
UGC06983,6,17,15.68,burkert,0.6,0,0.4234,12.0178
UGC06983,6,17,15.68,burkert,0.7,0,0.4234,12.0178
UGC06983,6,17,15.68,burkert,0.8,0,0.4234,12.0178
UGC06983,6,17,15.68,burkert,0.9,0,0.4234,12.0178
UGC06983,6,17,15.68,burkert,1.0,0,0.4234,12.0178
UGC06983,6,17,15.68,einasto,0.1,0,0.6945,16.0838
UGC06983,6,17,15.68,einasto,0.2,0,0.6945,16.0838
UGC06983,6,17,15.68,einasto,0.3,0,0.6945,16.0838
UGC06983,6,17,15.68,einasto,0.4,0,0.6945,16.0838
UGC06983,6,17,15.68,einasto,0.5,0,0.6945,16.0838
UGC06983,6,17,15.68,einasto,0.6,0,0.6945,16.0838
UGC06983,6,17,15.68,einasto,0.7,0,0.6945,16.0838
UGC06983,6,17,15.68,einasto,0.8,0,0.6945,16.0838
UGC06983,6,17,15.68,einasto,0.9,0,0.6945,16.0838
UGC06983,6,17,15.68,einasto,1.0,0,0.6945,16.0838
UGC06983,6,17,15.68,nfw,0.1,0,0.5968,14.6177
UGC06983,6,17,15.68,nfw,0.2,0,0.5968,14.6177
UGC06983,6,17,15.68,nfw,0.3,0,0.5968,14.6177
UGC06983,6,17,15.68,nfw,0.4,0,0.5968,14.6177
UGC06983,6,17,15.68,nfw,0.5,0,0.5968,14.6177
UGC06983,6,17,15.68,nfw,0.6,0,0.5968,14.6177
UGC06983,6,17,15.68,nfw,0.7,0,0.5968,14.6177
UGC06983,6,17,15.68,nfw,0.8,0,0.5968,14.6177
UGC06983,6,17,15.68,nfw,0.9,0,0.5968,14.6177
UGC06983,6,17,15.68,nfw,1.0,0,0.5968,14.6177
UGC07125,9,13,18.68,burkert,0.1,0,0.2466,7.8423
UGC07125,9,13,18.68,burkert,0.2,0,0.2466,7.8423
UGC07125,9,13,18.68,burkert,0.3,0,0.2466,7.8423
UGC07125,9,13,18.68,burkert,0.4,0,0.2466,7.8423
UGC07125,9,13,18.68,burkert,0.5,0,0.2466,7.8423
UGC07125,9,13,18.68,burkert,0.6,0,0.2466,7.8423
UGC07125,9,13,18.68,burkert,0.7,0,0.2466,7.8423
UGC07125,9,13,18.68,burkert,0.8,0,0.2466,7.8423
UGC07125,9,13,18.68,burkert,0.9,0,0.2466,7.8423
UGC07125,9,13,18.68,burkert,1.0,0,0.2466,7.8423
UGC07125,9,13,18.68,einasto,0.1,0,1.0004,16.1346
UGC07125,9,13,18.68,einasto,0.2,0,1.0004,16.1346
UGC07125,9,13,18.68,einasto,0.3,1,0.4001,16.0253
UGC07125,9,13,18.68,einasto,0.4,1,0.3497,15.6225
UGC07125,9,13,18.68,einasto,0.5,1,0.3497,15.6225
UGC07125,9,13,18.68,einasto,0.6,1,0.3497,15.6225
UGC07125,9,13,18.68,einasto,0.7,1,0.3497,15.6225
UGC07125,9,13,18.68,einasto,0.8,1,0.3497,15.6225
UGC07125,9,13,18.68,einasto,0.9,1,0.3497,15.6225
UGC07125,9,13,18.68,einasto,1.0,1,0.3497,15.6225
UGC07125,9,13,18.68,nfw,0.1,0,0.8535,14.518
UGC07125,9,13,18.68,nfw,0.2,0,0.8535,14.518
UGC07125,9,13,18.68,nfw,0.3,0,0.8535,14.518
UGC07125,9,13,18.68,nfw,0.4,0,0.8535,14.518
UGC07125,9,13,18.68,nfw,0.5,0,0.8535,14.518
UGC07125,9,13,18.68,nfw,0.6,0,0.8535,14.518
UGC07125,9,13,18.68,nfw,0.7,0,0.8535,14.518
UGC07125,9,13,18.68,nfw,0.8,0,0.8535,14.518
UGC07125,9,13,18.68,nfw,0.9,0,0.8535,14.518
UGC07125,9,13,18.68,nfw,1.0,0,0.8535,14.518
UGC07151,6,11,5.5,burkert,0.1,0,0.9057,12.9468
UGC07151,6,11,5.5,burkert,0.2,0,0.9057,12.9468
UGC07151,6,11,5.5,burkert,0.3,1,0.1092,12.6445
UGC07151,6,11,5.5,burkert,0.4,1,0.1072,12.6329
UGC07151,6,11,5.5,burkert,0.5,1,0.1072,12.6329
UGC07151,6,11,5.5,burkert,0.6,1,0.1072,12.6329
UGC07151,6,11,5.5,burkert,0.7,1,0.1072,12.6329
UGC07151,6,11,5.5,burkert,0.8,1,0.1072,12.6329
UGC07151,6,11,5.5,burkert,0.9,1,0.1072,12.6329
UGC07151,6,11,5.5,burkert,1.0,1,0.1072,12.6329
UGC07151,6,11,5.5,einasto,0.1,1,0.309,13.8437
UGC07151,6,11,5.5,einasto,0.2,1,0.0398,12.2283
UGC07151,6,11,5.5,einasto,0.3,1,0.0367,12.2097
UGC07151,6,11,5.5,einasto,0.4,1,0.0367,12.2097
UGC07151,6,11,5.5,einasto,0.5,1,0.0367,12.2097
UGC07151,6,11,5.5,einasto,0.6,1,0.0367,12.2097
UGC07151,6,11,5.5,einasto,0.7,1,0.0367,12.2097
UGC07151,6,11,5.5,einasto,0.8,1,0.0367,12.2097
UGC07151,6,11,5.5,einasto,0.9,1,0.0367,12.2097
UGC07151,6,11,5.5,einasto,1.0,1,0.0367,12.2097
UGC07151,6,11,5.5,nfw,0.1,1,0.3997,14.3876
UGC07151,6,11,5.5,nfw,0.2,1,0.108,12.6373
UGC07151,6,11,5.5,nfw,0.3,1,0.1024,12.6036
UGC07151,6,11,5.5,nfw,0.4,1,0.1024,12.6038
UGC07151,6,11,5.5,nfw,0.5,1,0.1024,12.6036
UGC07151,6,11,5.5,nfw,0.6,1,0.1023,12.6034
UGC07151,6,11,5.5,nfw,0.7,1,0.1023,12.6034
UGC07151,6,11,5.5,nfw,0.8,1,0.1024,12.604
UGC07151,6,11,5.5,nfw,0.9,1,0.1023,12.6032
UGC07151,6,11,5.5,nfw,1.0,1,0.1024,12.6037
UGC07261,8,7,6.67,burkert,0.1,0,0.3724,5.754
UGC07261,8,7,6.67,burkert,0.2,0,0.3724,5.754
UGC07261,8,7,6.67,burkert,0.3,0,0.3724,5.754
UGC07261,8,7,6.67,burkert,0.4,0,0.3724,5.754
UGC07261,8,7,6.67,burkert,0.5,0,0.3724,5.754
UGC07261,8,7,6.67,burkert,0.6,0,0.3724,5.754
UGC07261,8,7,6.67,burkert,0.7,0,0.3724,5.754
UGC07261,8,7,6.67,burkert,0.8,0,0.3724,5.754
UGC07261,8,7,6.67,burkert,0.9,0,0.3724,5.754
UGC07261,8,7,6.67,burkert,1.0,0,0.3724,5.754
UGC07261,8,7,6.67,einasto,0.1,0,0.0274,4.0286
UGC07261,8,7,6.67,einasto,0.2,0,0.0274,4.0286
UGC07261,8,7,6.67,einasto,0.3,0,0.0274,4.0286
UGC07261,8,7,6.67,einasto,0.4,0,0.0274,4.0286
UGC07261,8,7,6.67,einasto,0.5,0,0.0274,4.0286
UGC07261,8,7,6.67,einasto,0.6,0,0.0274,4.0286
UGC07261,8,7,6.67,einasto,0.7,0,0.0274,4.0286
UGC07261,8,7,6.67,einasto,0.8,0,0.0274,4.0286
UGC07261,8,7,6.67,einasto,0.9,0,0.0274,4.0286
UGC07261,8,7,6.67,einasto,1.0,0,0.0274,4.0286
UGC07261,8,7,6.67,nfw,0.1,0,0.0487,4.1354
UGC07261,8,7,6.67,nfw,0.2,0,0.0487,4.1354
UGC07261,8,7,6.67,nfw,0.3,0,0.0487,4.1354
UGC07261,8,7,6.67,nfw,0.4,0,0.0487,4.1354
UGC07261,8,7,6.67,nfw,0.5,0,0.0487,4.1354
UGC07261,8,7,6.67,nfw,0.6,0,0.0487,4.1354
UGC07261,8,7,6.67,nfw,0.7,0,0.0487,4.1354
UGC07261,8,7,6.67,nfw,0.8,0,0.0487,4.1354
UGC07261,8,7,6.67,nfw,0.9,0,0.0487,4.1354
UGC07261,8,7,6.67,nfw,1.0,0,0.0487,4.1354
UGC07399,8,10,6.13,burkert,0.1,0,0.8854,11.6885
UGC07399,8,10,6.13,burkert,0.2,0,0.8854,11.6885
UGC07399,8,10,6.13,burkert,0.3,0,0.8854,11.6885
UGC07399,8,10,6.13,burkert,0.4,0,0.8854,11.6885
UGC07399,8,10,6.13,burkert,0.5,1,0.0174,11.5999
UGC07399,8,10,6.13,burkert,0.6,1,0.0174,11.5999
UGC07399,8,10,6.13,burkert,0.7,1,0.0174,11.5999
UGC07399,8,10,6.13,burkert,0.8,1,0.0174,11.5999
UGC07399,8,10,6.13,burkert,0.9,1,0.0174,11.5999
UGC07399,8,10,6.13,burkert,1.0,1,0.0174,11.5999
UGC07399,8,10,6.13,einasto,0.1,1,0.067,11.848
UGC07399,8,10,6.13,einasto,0.2,1,0.0584,11.8048
UGC07399,8,10,6.13,einasto,0.3,1,0.0277,11.6516
UGC07399,8,10,6.13,einasto,0.4,1,0.0122,11.5738
UGC07399,8,10,6.13,einasto,0.5,1,0.0122,11.5738
UGC07399,8,10,6.13,einasto,0.6,1,0.0122,11.5738
UGC07399,8,10,6.13,einasto,0.7,1,0.0122,11.5738
UGC07399,8,10,6.13,einasto,0.8,1,0.0122,11.5738
UGC07399,8,10,6.13,einasto,0.9,1,0.0122,11.5738
UGC07399,8,10,6.13,einasto,1.0,1,0.0122,11.5738
UGC07399,8,10,6.13,nfw,0.1,1,0.0749,11.8872
UGC07399,8,10,6.13,nfw,0.2,1,0.0678,11.8518
UGC07399,8,10,6.13,nfw,0.3,1,0.0305,11.6652
UGC07399,8,10,6.13,nfw,0.4,1,0.015,11.5881
UGC07399,8,10,6.13,nfw,0.5,1,0.015,11.5881
UGC07399,8,10,6.13,nfw,0.6,1,0.015,11.5881
UGC07399,8,10,6.13,nfw,0.7,1,0.015,11.5881
UGC07399,8,10,6.13,nfw,0.8,1,0.015,11.5881
UGC07399,8,10,6.13,nfw,0.9,1,0.015,11.5881
UGC07399,8,10,6.13,nfw,1.0,1,0.015,11.5881
UGC07524,9,31,10.69,burkert,0.1,0,0.233,13.6264
UGC07524,9,31,10.69,burkert,0.2,0,0.233,13.6264
UGC07524,9,31,10.69,burkert,0.3,0,0.233,13.6264
UGC07524,9,31,10.69,burkert,0.4,0,0.233,13.6264
UGC07524,9,31,10.69,burkert,0.5,0,0.233,13.6264
UGC07524,9,31,10.69,burkert,0.6,0,0.233,13.6264
UGC07524,9,31,10.69,burkert,0.7,0,0.233,13.6264
UGC07524,9,31,10.69,burkert,0.8,0,0.233,13.6264
UGC07524,9,31,10.69,burkert,0.9,0,0.233,13.6264
UGC07524,9,31,10.69,burkert,1.0,0,0.233,13.6264
UGC07524,9,31,10.69,einasto,0.1,1,0.2624,23.9934
UGC07524,9,31,10.69,einasto,0.2,1,0.1946,22.2304
UGC07524,9,31,10.69,einasto,0.3,1,0.1611,21.3595
UGC07524,9,31,10.69,einasto,0.4,1,0.1611,21.3595
UGC07524,9,31,10.69,einasto,0.5,1,0.1611,21.3595
UGC07524,9,31,10.69,einasto,0.6,1,0.1611,21.3595
UGC07524,9,31,10.69,einasto,0.7,1,0.1611,21.3595
UGC07524,9,31,10.69,einasto,0.8,1,0.1611,21.3595
UGC07524,9,31,10.69,einasto,0.9,1,0.1611,21.3595
UGC07524,9,31,10.69,einasto,1.0,1,0.1611,21.3595
UGC07524,9,31,10.69,nfw,0.1,1,0.3093,25.2119
UGC07524,9,31,10.69,nfw,0.2,1,0.2324,23.2132
UGC07524,9,31,10.69,nfw,0.3,1,0.1912,22.1407
UGC07524,9,31,10.69,nfw,0.4,1,0.1912,22.1407
UGC07524,9,31,10.69,nfw,0.5,1,0.1912,22.1407
UGC07524,9,31,10.69,nfw,0.6,1,0.1912,22.1407
UGC07524,9,31,10.69,nfw,0.7,1,0.1912,22.1407
UGC07524,9,31,10.69,nfw,0.8,1,0.1912,22.1407
UGC07524,9,31,10.69,nfw,0.9,1,0.1912,22.1407
UGC07524,9,31,10.69,nfw,1.0,1,0.1912,22.1407
UGC07603,7,12,4.11,burkert,0.1,0,0.2034,7.004
UGC07603,7,12,4.11,burkert,0.2,0,0.2034,7.004
UGC07603,7,12,4.11,burkert,0.3,0,0.2034,7.004
UGC07603,7,12,4.11,burkert,0.4,0,0.2034,7.004
UGC07603,7,12,4.11,burkert,0.5,0,0.2034,7.004
UGC07603,7,12,4.11,burkert,0.6,0,0.2034,7.004
UGC07603,7,12,4.11,burkert,0.7,0,0.2034,7.004
UGC07603,7,12,4.11,burkert,0.8,0,0.2034,7.004
UGC07603,7,12,4.11,burkert,0.9,0,0.2034,7.004
UGC07603,7,12,4.11,burkert,1.0,0,0.2034,7.004
UGC07603,7,12,4.11,einasto,0.1,1,0.3913,15.1635
UGC07603,7,12,4.11,einasto,0.2,1,0.1654,13.5822
UGC07603,7,12,4.11,einasto,0.3,1,0.0421,12.7192
UGC07603,7,12,4.11,einasto,0.4,1,0.0378,12.6891
UGC07603,7,12,4.11,einasto,0.5,1,0.0378,12.6891
UGC07603,7,12,4.11,einasto,0.6,1,0.0378,12.6891
UGC07603,7,12,4.11,einasto,0.7,1,0.0378,12.6891
UGC07603,7,12,4.11,einasto,0.8,1,0.0378,12.6891
UGC07603,7,12,4.11,einasto,0.9,1,0.0378,12.6891
UGC07603,7,12,4.11,einasto,1.0,1,0.0378,12.6891
UGC07603,7,12,4.11,nfw,0.1,1,0.5025,15.9418
UGC07603,7,12,4.11,nfw,0.2,1,0.2399,14.1038
UGC07603,7,12,4.11,nfw,0.3,1,0.1103,13.1966
UGC07603,7,12,4.11,nfw,0.4,1,0.1103,13.1966
UGC07603,7,12,4.11,nfw,0.5,1,0.1103,13.1966
UGC07603,7,12,4.11,nfw,0.6,1,0.1103,13.1966
