galaxy,T,n_pts,rmax,model,alpha,cap,n_shells,chi2,chi2_red,bic,back_p0,back_p1,shell_idx,r_kpc,M_Msun,sigma_over_r,sigma_kpc
UGC02259,8,8,8.14,einasto,0.17,0.3,0,3.9592,0.6599,8.1181,6.74024,4.93904,0,,,,
UGC02259,8,8,8.14,einasto,0.17,0.4,0,3.9592,0.6599,8.1181,6.74024,4.93904,0,,,,
UGC02259,8,8,8.14,einasto,0.17,0.5,0,3.9592,0.6599,8.1181,6.74024,4.93904,0,,,,
UGC02259,8,8,8.14,einasto,0.17,0.6,0,3.9592,0.6599,8.1181,6.74024,4.93904,0,,,,
UGC02259,8,8,8.14,einasto,0.17,0.7,0,3.9592,0.6599,8.1181,6.74024,4.93904,0,,,,
UGC02259,8,8,8.14,einasto,0.17,0.8,0,3.9592,0.6599,8.1181,6.74024,4.93904,0,,,,
UGC02259,8,8,8.14,einasto,0.17,0.9,0,3.9592,0.6599,8.1181,6.74024,4.93904,0,,,,
UGC02259,8,8,8.14,einasto,0.17,1.0,0,3.9592,0.6599,8.1181,6.74024,4.93904,0,,,,
NGC6503,6,31,23.5,burkert,,0.1,1,23.5123,0.9043,40.6822,7.31794,6.47082,1,3.076,3.7979e+09,0.1,0.308
NGC6503,6,31,23.5,burkert,,0.2,1,20.9598,0.8061,38.1297,7.25597,6.92795,1,3.195,4.5842e+09,0.2,0.639
NGC6503,6,31,23.5,burkert,,0.3,1,20.953,0.8059,38.123,7.25315,6.94958,1,3.201,4.6211e+09,0.2044,0.654
NGC6503,6,31,23.5,burkert,,0.4,1,20.953,0.8059,38.123,7.25315,6.94958,1,3.201,4.6211e+09,0.2044,0.654
NGC6503,6,31,23.5,burkert,,0.5,1,20.953,0.8059,38.123,7.25315,6.94958,1,3.201,4.6211e+09,0.2044,0.654
NGC6503,6,31,23.5,burkert,,0.6,1,20.953,0.8059,38.123,7.25315,6.94958,1,3.201,4.6211e+09,0.2044,0.654
NGC6503,6,31,23.5,burkert,,0.7,1,20.953,0.8059,38.123,7.25315,6.94958,1,3.201,4.6211e+09,0.2044,0.654
NGC6503,6,31,23.5,burkert,,0.8,1,20.953,0.8059,38.123,7.25315,6.94958,1,3.201,4.6211e+09,0.2044,0.654
NGC6503,6,31,23.5,burkert,,0.9,1,20.953,0.8059,38.123,7.25315,6.94958,1,3.201,4.6211e+09,0.2044,0.654
NGC6503,6,31,23.5,burkert,,1.0,1,20.953,0.8059,38.123,7.25315,6.94958,1,3.201,4.6211e+09,0.2044,0.654
NGC6503,6,31,23.5,nfw,,0.1,1,28.5238,1.0971,45.6937,6.6592,14.41996,1,3.589,2.7501e+09,0.1,0.359
NGC6503,6,31,23.5,nfw,,0.2,1,28.1293,1.0819,45.2993,6.63581,14.83399,1,3.582,2.9256e+09,0.1281,0.459
NGC6503,6,31,23.5,nfw,,0.3,2,14.3008,0.6218,41.7727,6.11979,26.56625,1,3.401,4.9334e+09,0.1797,0.611
NGC6503,6,31,23.5,nfw,,0.3,2,14.3008,0.6218,41.7727,6.11979,26.56625,2,8.742,5.6888e+09,0.2558,2.236
NGC6503,6,31,23.5,nfw,,0.4,2,14.3008,0.6218,41.7727,6.11987,26.56358,1,3.401,4.9332e+09,0.1797,0.611
NGC6503,6,31,23.5,nfw,,0.4,2,14.3008,0.6218,41.7727,6.11987,26.56358,2,8.742,5.6881e+09,0.2558,2.236
NGC6503,6,31,23.5,nfw,,0.5,2,12.741,0.554,40.2129,4.65619,300.0,1,3.342,4.4654e+09,0.1637,0.547
NGC6503,6,31,23.5,nfw,,0.5,2,12.741,0.554,40.2129,4.65619,300.0,2,8.246,1.5890e+10,0.4551,3.753
NGC6503,6,31,23.5,nfw,,0.6,2,12.741,0.554,40.2129,4.65619,300.0,1,3.342,4.4654e+09,0.1637,0.547
NGC6503,6,31,23.5,nfw,,0.6,2,12.741,0.554,40.2129,4.65619,300.0,2,8.246,1.5890e+10,0.4551,3.753
NGC6503,6,31,23.5,nfw,,0.7,2,12.741,0.554,40.2129,4.65619,299.99994,1,3.342,4.4654e+09,0.1637,0.547
NGC6503,6,31,23.5,nfw,,0.7,2,12.741,0.554,40.2129,4.65619,299.99994,2,8.246,1.5890e+10,0.4551,3.753
NGC6503,6,31,23.5,nfw,,0.8,2,12.741,0.554,40.2129,4.65619,300.0,1,3.342,4.4653e+09,0.1637,0.547
NGC6503,6,31,23.5,nfw,,0.8,2,12.741,0.554,40.2129,4.65619,300.0,2,8.246,1.5890e+10,0.4551,3.753
NGC6503,6,31,23.5,nfw,,0.9,2,12.741,0.554,40.2129,4.65633,299.90898,1,3.342,4.4653e+09,0.1637,0.547
NGC6503,6,31,23.5,nfw,,0.9,2,12.741,0.554,40.2129,4.65633,299.90898,2,8.246,1.5890e+10,0.4551,3.753
NGC6503,6,31,23.5,nfw,,1.0,2,12.741,0.554,40.2129,4.65619,300.0,1,3.342,4.4653e+09,0.1637,0.547
NGC6503,6,31,23.5,nfw,,1.0,2,12.741,0.554,40.2129,4.65619,300.0,2,8.246,1.5890e+10,0.4551,3.753
NGC6503,6,31,23.5,einasto,0.17,0.1,3,15.0679,0.7534,52.8418,5.26582,36.58829,1,3.208,3.8271e+09,0.1,0.321
NGC6503,6,31,23.5,einasto,0.17,0.1,3,15.0679,0.7534,52.8418,5.26582,36.58829,2,5.967,2.2235e+09,0.1,0.597
NGC6503,6,31,23.5,einasto,0.17,0.1,3,15.0679,0.7534,52.8418,5.26582,36.58829,3,9.85,3.1615e+09,0.1,0.985
NGC6503,6,31,23.5,einasto,0.17,0.2,2,14.6034,0.6349,42.0753,5.19053,40.34153,1,3.482,4.8779e+09,0.1766,0.615
NGC6503,6,31,23.5,einasto,0.17,0.2,2,14.6034,0.6349,42.0753,5.19053,40.34153,2,9.0,5.0000e+09,0.2,1.8
NGC6503,6,31,23.5,einasto,0.17,0.3,2,14.2493,0.6195,41.7212,5.10403,45.01537,1,3.412,4.7847e+09,0.1747,0.596
NGC6503,6,31,23.5,einasto,0.17,0.3,2,14.2493,0.6195,41.7212,5.10403,45.01537,2,8.823,6.0611e+09,0.2581,2.278
NGC6503,6,31,23.5,einasto,0.17,0.4,2,14.2493,0.6195,41.7212,5.10403,45.01514,1,3.412,4.7848e+09,0.1747,0.596
NGC6503,6,31,23.5,einasto,0.17,0.4,2,14.2493,0.6195,41.7212,5.10403,45.01514,2,8.823,6.0610e+09,0.2581,2.278
NGC6503,6,31,23.5,einasto,0.17,0.5,2,14.2493,0.6195,41.7212,5.10405,45.01407,1,3.412,4.7847e+09,0.1747,0.596
NGC6503,6,31,23.5,einasto,0.17,0.5,2,14.2493,0.6195,41.7212,5.10405,45.01407,2,8.823,6.0610e+09,0.2581,2.278
NGC6503,6,31,23.5,einasto,0.17,0.6,2,14.2493,0.6195,41.7212,5.10406,45.01337,1,3.412,4.7847e+09,0.1747,0.596
NGC6503,6,31,23.5,einasto,0.17,0.6,2,14.2493,0.6195,41.7212,5.10406,45.01337,2,8.823,6.0609e+09,0.2581,2.278
NGC6503,6,31,23.5,einasto,0.17,0.7,2,14.2493,0.6195,41.7212,5.10401,45.01649,1,3.412,4.7848e+09,0.1747,0.596
NGC6503,6,31,23.5,einasto,0.17,0.7,2,14.2493,0.6195,41.7212,5.10401,45.01649,2,8.823,6.0612e+09,0.2582,2.278
NGC6503,6,31,23.5,einasto,0.17,0.8,2,14.2493,0.6195,41.7212,5.10402,45.01591,1,3.412,4.7847e+09,0.1747,0.596
NGC6503,6,31,23.5,einasto,0.17,0.8,2,14.2493,0.6195,41.7212,5.10402,45.01591,2,8.823,6.0611e+09,0.2581,2.278
NGC6503,6,31,23.5,einasto,0.17,0.9,2,14.2493,0.6195,41.7212,5.10407,45.01294,1,3.412,4.7847e+09,0.1747,0.596
NGC6503,6,31,23.5,einasto,0.17,0.9,2,14.2493,0.6195,41.7212,5.10407,45.01294,2,8.823,6.0609e+09,0.2581,2.278
NGC6503,6,31,23.5,einasto,0.17,1.0,2,14.2493,0.6195,41.7212,5.10402,45.01567,1,3.412,4.7848e+09,0.1747,0.596
NGC6503,6,31,23.5,einasto,0.17,1.0,2,14.2493,0.6195,41.7212,5.10402,45.01567,2,8.823,6.0611e+09,0.2581,2.278
NGC3521,4,41,17.74,burkert,,0.1,1,6.2472,0.1735,24.815,7.54683,8.67749,1,1.0,2.1136e+09,0.1,0.1
NGC3521,4,41,17.74,burkert,,0.2,1,3.7434,0.104,22.3112,7.52397,8.98087,1,1.0,2.2892e+09,0.2,0.2
NGC3521,4,41,17.74,burkert,,0.3,1,2.6399,0.0733,21.2077,7.50134,9.29331,1,1.032,2.5016e+09,0.3,0.31
NGC3521,4,41,17.74,burkert,,0.4,1,2.2412,0.0623,20.809,7.47873,9.61941,1,1.078,2.7556e+09,0.4,0.431
NGC3521,4,41,17.74,burkert,,0.5,1,2.2125,0.0615,20.7804,7.47386,9.69133,1,1.084,2.8300e+09,0.4426,0.48
NGC3521,4,41,17.74,burkert,,0.6,1,3.8968,0.1082,22.4646,8.7,0.67217,1,11.929,1.2955e+11,0.428,5.106
NGC3521,4,41,17.74,burkert,,0.7,1,3.8968,0.1082,22.4646,8.7,0.67216,1,11.929,1.2955e+11,0.428,5.106
NGC3521,4,41,17.74,burkert,,0.8,1,4.3759,0.1216,22.9438,5.42811,300.0,1,12.298,1.4213e+11,0.4845,5.959
NGC3521,4,41,17.74,burkert,,0.9,1,2.2125,0.0615,20.7804,7.47385,9.69146,1,1.084,2.8301e+09,0.4426,0.48
NGC3521,4,41,17.74,burkert,,1.0,1,4.3759,0.1216,22.9438,5.42809,300.0,1,12.298,1.4213e+11,0.4845,5.959
NGC3521,4,41,17.74,nfw,,0.1,0,12.7459,0.3268,20.1731,6.63102,27.9572,0,,,,
NGC3521,4,41,17.74,nfw,,0.2,0,12.7459,0.3268,20.1731,6.63102,27.95725,0,,,,
NGC3521,4,41,17.74,nfw,,0.3,0,12.7459,0.3268,20.1731,6.63102,27.95728,0,,,,
NGC3521,4,41,17.74,nfw,,0.4,0,12.7459,0.3268,20.1731,6.63102,27.95728,0,,,,
NGC3521,4,41,17.74,nfw,,0.5,0,12.7459,0.3268,20.1731,6.63102,27.95725,0,,,,
NGC3521,4,41,17.74,nfw,,0.6,0,12.7459,0.3268,20.1731,6.63102,27.95727,0,,,,
NGC3521,4,41,17.74,nfw,,0.7,0,12.7459,0.3268,20.1731,6.63102,27.95728,0,,,,
NGC3521,4,41,17.74,nfw,,0.8,0,12.7459,0.3268,20.1731,6.63102,27.95725,0,,,,
NGC3521,4,41,17.74,nfw,,0.9,0,12.7459,0.3268,20.1731,6.63102,27.95726,0,,,,
NGC3521,4,41,17.74,nfw,,1.0,0,12.7459,0.3268,20.1731,6.63102,27.95729,0,,,,
NGC3521,4,41,17.74,einasto,0.17,0.1,0,13.4272,0.3443,20.8544,5.59715,48.56303,0,,,,
NGC3521,4,41,17.74,einasto,0.17,0.2,0,13.4272,0.3443,20.8544,5.59715,48.56306,0,,,,
NGC3521,4,41,17.74,einasto,0.17,0.3,0,13.4272,0.3443,20.8544,5.59715,48.56303,0,,,,
NGC3521,4,41,17.74,einasto,0.17,0.4,0,13.4272,0.3443,20.8544,5.59715,48.56305,0,,,,
NGC3521,4,41,17.74,einasto,0.17,0.5,0,13.4272,0.3443,20.8544,5.59715,48.56322,0,,,,
NGC3521,4,41,17.74,einasto,0.17,0.6,0,13.4272,0.3443,20.8544,5.59715,48.56329,0,,,,
NGC3521,4,41,17.74,einasto,0.17,0.7,0,13.4272,0.3443,20.8544,5.59715,48.56306,0,,,,
NGC3521,4,41,17.74,einasto,0.17,0.8,0,13.4272,0.3443,20.8544,5.59715,48.563,0,,,,
NGC3521,4,41,17.74,einasto,0.17,0.9,0,13.4272,0.3443,20.8544,5.59715,48.56305,0,,,,
NGC3521,4,41,17.74,einasto,0.17,1.0,0,13.4272,0.3443,20.8544,5.59715,48.56306,0,,,,
NGC3109,9,25,6.45,burkert,,0.1,0,3.4271,0.149,9.8648,7.3255,4.68195,0,,,,
NGC3109,9,25,6.45,burkert,,0.2,0,3.4271,0.149,9.8648,7.3255,4.68195,0,,,,
NGC3109,9,25,6.45,burkert,,0.3,0,3.4271,0.149,9.8648,7.3255,4.68195,0,,,,
NGC3109,9,25,6.45,burkert,,0.4,0,3.4271,0.149,9.8648,7.3255,4.68195,0,,,,
NGC3109,9,25,6.45,burkert,,0.5,0,3.4271,0.149,9.8648,7.3255,4.68195,0,,,,
NGC3109,9,25,6.45,burkert,,0.6,0,3.4271,0.149,9.8648,7.3255,4.68195,0,,,,
NGC3109,9,25,6.45,burkert,,0.7,0,3.4271,0.149,9.8648,7.3255,4.68195,0,,,,
NGC3109,9,25,6.45,burkert,,0.8,0,3.4271,0.149,9.8648,7.3255,4.68195,0,,,,
NGC3109,9,25,6.45,burkert,,0.9,0,3.4271,0.149,9.8648,7.3255,4.68195,0,,,,
NGC3109,9,25,6.45,burkert,,1.0,0,3.4271,0.149,9.8648,7.3255,4.68195,0,,,,
NGC3109,9,25,6.45,nfw,,0.1,3,9.6116,0.6865,45.0192,4.46815,300.0,1,1.411,2.1466e+08,0.1,0.141
NGC3109,9,25,6.45,nfw,,0.1,3,9.6116,0.6865,45.0192,4.46815,300.0,2,2.765,1.1089e+09,0.1,0.276
NGC3109,9,25,6.45,nfw,,0.1,3,9.6116,0.6865,45.0192,4.46815,300.0,3,4.813,2.1431e+09,0.1,0.481
NGC3109,9,25,6.45,nfw,,0.2,2,7.7024,0.4531,33.4534,4.4711,300.0,1,1.917,6.3557e+08,0.2,0.383
NGC3109,9,25,6.45,nfw,,0.2,2,7.7024,0.4531,33.4534,4.4711,300.0,2,4.516,2.9512e+09,0.2,0.903
NGC3109,9,25,6.45,nfw,,0.3,2,2.1324,0.1254,27.8834,4.46826,127.95995,1,2.087,8.8496e+08,0.299,0.624
NGC3109,9,25,6.45,nfw,,0.3,2,2.1324,0.1254,27.8834,4.46826,127.95995,2,4.862,4.6878e+09,0.2614,1.271
NGC3109,9,25,6.45,nfw,,0.4,2,2.1403,0.1259,27.8913,4.63716,85.95647,1,2.089,8.8929e+08,0.2994,0.625
NGC3109,9,25,6.45,nfw,,0.4,2,2.1403,0.1259,27.8913,4.63716,85.95647,2,4.866,4.7273e+09,0.2615,1.272
NGC3109,9,25,6.45,nfw,,0.5,2,2.1401,0.1259,27.8911,4.63297,86.80779,1,2.088,8.8908e+08,0.2994,0.625
NGC3109,9,25,6.45,nfw,,0.5,2,2.1401,0.1259,27.8911,4.63297,86.80779,2,4.866,4.7265e+09,0.2615,1.273
NGC3109,9,25,6.45,nfw,,0.6,2,2.1396,0.1259,27.8906,4.62541,88.37305,1,2.088,8.8845e+08,0.2993,0.625
NGC3109,9,25,6.45,nfw,,0.6,2,2.1396,0.1259,27.8906,4.62541,88.37305,2,4.866,4.7253e+09,0.2616,1.273
NGC3109,9,25,6.45,nfw,,0.7,2,2.1392,0.1258,27.8902,4.61696,90.15554,1,2.088,8.8856e+08,0.2993,0.625
NGC3109,9,25,6.45,nfw,,0.7,2,2.1392,0.1258,27.8902,4.61696,90.15554,2,4.866,4.7223e+09,0.2615,1.272
NGC3109,9,25,6.45,nfw,,0.8,2,2.1414,0.126,27.8924,4.65722,81.96393,1,2.089,8.8982e+08,0.2994,0.625
NGC3109,9,25,6.45,nfw,,0.8,2,2.1414,0.126,27.8924,4.65722,81.96393,2,4.867,4.7333e+09,0.2615,1.273
NGC3109,9,25,6.45,nfw,,0.9,2,2.1372,0.1257,27.8882,4.5779,98.86212,1,2.088,8.8754e+08,0.2992,0.625
NGC3109,9,25,6.45,nfw,,0.9,2,2.1372,0.1257,27.8882,4.5779,98.86212,2,4.865,4.7122e+09,0.2615,1.272
NGC3109,9,25,6.45,nfw,,1.0,2,2.1391,0.1258,27.8901,4.616,90.36186,1,2.088,8.8852e+08,0.2993,0.625
NGC3109,9,25,6.45,nfw,,1.0,2,2.1391,0.1258,27.8901,4.616,90.36186,2,4.866,4.7221e+09,0.2615,1.272
NGC3109,9,25,6.45,einasto,0.17,0.1,2,10.4491,0.6147,36.2001,3.97256,300.0,1,1.931,4.0148e+08,0.1,0.193
NGC3109,9,25,6.45,einasto,0.17,0.1,2,10.4491,0.6147,36.2001,3.97256,300.0,2,4.266,1.1063e+09,0.1,0.427
NGC3109,9,25,6.45,einasto,0.17,0.2,2,2.7872,0.164,28.5382,3.89058,300.0,1,1.957,4.7858e+08,0.2,0.391
NGC3109,9,25,6.45,einasto,0.17,0.2,2,2.7872,0.164,28.5382,3.89058,300.0,2,4.45,1.9074e+09,0.2,0.89
NGC3109,9,25,6.45,einasto,0.17,0.3,2,1.4373,0.0845,27.1883,3.75746,299.99028,1,2.054,5.9275e+08,0.2689,0.552
NGC3109,9,25,6.45,einasto,0.17,0.3,2,1.4373,0.0845,27.1883,3.75746,299.99028,2,4.714,3.0536e+09,0.2609,1.23
NGC3109,9,25,6.45,einasto,0.17,0.4,2,1.4532,0.0855,27.2042,3.78196,270.71404,1,2.062,6.1236e+08,0.2707,0.558
NGC3109,9,25,6.45,einasto,0.17,0.4,2,1.4532,0.0855,27.2042,3.78196,270.71404,2,4.733,3.1560e+09,0.2599,1.23
NGC3109,9,25,6.45,einasto,0.17,0.5,2,1.4373,0.0845,27.1883,3.75745,299.99575,1,2.054,5.9275e+08,0.2689,0.552
NGC3109,9,25,6.45,einasto,0.17,0.5,2,1.4373,0.0845,27.1883,3.75745,299.99575,2,4.714,3.0536e+09,0.2609,1.23
NGC3109,9,25,6.45,einasto,0.17,0.6,2,1.4373,0.0845,27.1883,3.75753,299.89748,1,2.054,5.9278e+08,0.2689,0.552
NGC3109,9,25,6.45,einasto,0.17,0.6,2,1.4373,0.0845,27.1883,3.75753,299.89748,2,4.714,3.0540e+09,0.2609,1.23
NGC3109,9,25,6.45,einasto,0.17,0.7,2,1.4517,0.0854,27.2027,3.77874,273.11954,1,2.061,6.1013e+08,0.2707,0.558
NGC3109,9,25,6.45,einasto,0.17,0.7,2,1.4517,0.0854,27.2027,3.77874,273.11954,2,4.732,3.1570e+09,0.2604,1.232
NGC3109,9,25,6.45,einasto,0.17,0.8,2,1.5077,0.0887,27.2587,3.8533,198.93855,1,2.077,6.6375e+08,0.2756,0.572
NGC3109,9,25,6.45,einasto,0.17,0.8,2,1.5077,0.0887,27.2587,3.8533,198.93855,2,4.78,3.4883e+09,0.2593,1.24
NGC3109,9,25,6.45,einasto,0.17,0.9,2,1.4768,0.0869,27.2278,3.81368,235.14868,1,2.069,6.3658e+08,0.2731,0.565
NGC3109,9,25,6.45,einasto,0.17,0.9,2,1.4768,0.0869,27.2278,3.81368,235.14868,2,4.757,3.3148e+09,0.2597,1.235
NGC3109,9,25,6.45,einasto,0.17,1.0,2,1.4876,0.0875,27.2386,3.82784,221.41898,1,2.072,6.4669e+08,0.274,0.568
NGC3109,9,25,6.45,einasto,0.17,1.0,2,1.4876,0.0875,27.2386,3.82784,221.41898,2,4.766,3.3777e+09,0.2595,1.237
UGC00128,8,22,53.75,burkert,,0.1,4,8.9001,1.1125,52.1746,7.60112,4.97031,1,17.654,1.3228e+10,0.1,1.765
UGC00128,8,22,53.75,burkert,,0.1,4,8.9001,1.1125,52.1746,7.60112,4.97031,2,28.412,1.9695e+10,0.1,2.841
UGC00128,8,22,53.75,burkert,,0.1,4,8.9001,1.1125,52.1746,7.60112,4.97031,3,39.815,1.6770e+10,0.0173,0.689
UGC00128,8,22,53.75,burkert,,0.1,4,8.9001,1.1125,52.1746,7.60112,4.97031,4,43.79,2.3588e+10,0.0109,0.479
UGC00128,8,22,53.75,burkert,,0.2,3,8.3874,0.7625,42.3888,7.6304,4.76996,1,17.334,1.3209e+10,0.1117,1.937
UGC00128,8,22,53.75,burkert,,0.2,3,8.3874,0.7625,42.3888,7.6304,4.76996,2,28.256,2.2889e+10,0.1368,3.865
UGC00128,8,22,53.75,burkert,,0.2,3,8.3874,0.7625,42.3888,7.6304,4.76996,3,42.097,3.9867e+10,0.0497,2.092
UGC00128,8,22,53.75,burkert,,0.3,3,8.3874,0.7625,42.3888,7.6304,4.76998,1,17.334,1.3209e+10,0.1117,1.937
UGC00128,8,22,53.75,burkert,,0.3,3,8.3874,0.7625,42.3888,7.6304,4.76998,2,28.256,2.2889e+10,0.1368,3.865
UGC00128,8,22,53.75,burkert,,0.3,3,8.3874,0.7625,42.3888,7.6304,4.76998,3,42.097,3.9866e+10,0.0497,2.092
UGC00128,8,22,53.75,burkert,,0.4,3,8.3874,0.7625,42.3888,7.6304,4.76999,1,17.334,1.3209e+10,0.1117,1.937
UGC00128,8,22,53.75,burkert,,0.4,3,8.3874,0.7625,42.3888,7.6304,4.76999,2,28.256,2.2889e+10,0.1368,3.865
UGC00128,8,22,53.75,burkert,,0.4,3,8.3874,0.7625,42.3888,7.6304,4.76999,3,42.097,3.9866e+10,0.0497,2.092
UGC00128,8,22,53.75,burkert,,0.5,3,8.3874,0.7625,42.3888,7.63039,4.76999,1,17.334,1.3209e+10,0.1117,1.936
UGC00128,8,22,53.75,burkert,,0.5,3,8.3874,0.7625,42.3888,7.63039,4.76999,2,28.256,2.2889e+10,0.1368,3.865
UGC00128,8,22,53.75,burkert,,0.5,3,8.3874,0.7625,42.3888,7.63039,4.76999,3,42.097,3.9866e+10,0.0497,2.092
UGC00128,8,22,53.75,burkert,,0.6,3,12.8524,1.1684,46.8539,6.65675,14.77925,1,5.927,1.5955e+10,0.4454,2.64
UGC00128,8,22,53.75,burkert,,0.6,3,12.8524,1.1684,46.8539,6.65675,14.77925,2,16.28,6.9152e+09,0.0345,0.562
UGC00128,8,22,53.75,burkert,,0.6,3,12.8524,1.1684,46.8539,6.65675,14.77925,3,42.213,1.9050e+10,0.034,1.435
UGC00128,8,22,53.75,burkert,,0.7,3,8.3874,0.7625,42.3888,7.6304,4.76999,1,17.334,1.3208e+10,0.1117,1.936
UGC00128,8,22,53.75,burkert,,0.7,3,8.3874,0.7625,42.3888,7.6304,4.76999,2,28.256,2.2889e+10,0.1368,3.865
UGC00128,8,22,53.75,burkert,,0.7,3,8.3874,0.7625,42.3888,7.6304,4.76999,3,42.097,3.9866e+10,0.0497,2.092
UGC00128,8,22,53.75,burkert,,0.8,3,8.3874,0.7625,42.3888,7.6304,4.76999,1,17.334,1.3208e+10,0.1117,1.936
UGC00128,8,22,53.75,burkert,,0.8,3,8.3874,0.7625,42.3888,7.6304,4.76999,2,28.256,2.2889e+10,0.1368,3.865
UGC00128,8,22,53.75,burkert,,0.8,3,8.3874,0.7625,42.3888,7.6304,4.76999,3,42.097,3.9866e+10,0.0497,2.092
UGC00128,8,22,53.75,burkert,,0.9,3,8.3874,0.7625,42.3888,7.6304,4.76994,1,17.334,1.3208e+10,0.1117,1.936
UGC00128,8,22,53.75,burkert,,0.9,3,8.3874,0.7625,42.3888,7.6304,4.76994,2,28.256,2.2890e+10,0.1368,3.865
UGC00128,8,22,53.75,burkert,,0.9,3,8.3874,0.7625,42.3888,7.6304,4.76994,3,42.097,3.9867e+10,0.0497,2.092
UGC00128,8,22,53.75,burkert,,1.0,3,8.3874,0.7625,42.3888,7.6304,4.76997,1,17.334,1.3209e+10,0.1117,1.936
UGC00128,8,22,53.75,burkert,,1.0,3,8.3874,0.7625,42.3888,7.6304,4.76997,2,28.256,2.2889e+10,0.1368,3.865
UGC00128,8,22,53.75,burkert,,1.0,3,8.3874,0.7625,42.3888,7.6304,4.76997,3,42.097,3.9867e+10,0.0497,2.092
UGC00128,8,22,53.75,nfw,,0.1,2,23.6858,1.6918,48.4142,6.72681,14.63349,1,17.683,4.3142e+09,0.0739,1.307
UGC00128,8,22,53.75,nfw,,0.1,2,23.6858,1.6918,48.4142,6.72681,14.63349,2,41.996,2.1388e+10,0.0345,1.451
UGC00128,8,22,53.75,nfw,,0.2,2,23.6858,1.6918,48.4142,6.72681,14.63345,1,17.683,4.3142e+09,0.0739,1.307
UGC00128,8,22,53.75,nfw,,0.2,2,23.6858,1.6918,48.4142,6.72681,14.63345,2,41.996,2.1388e+10,0.0346,1.451
UGC00128,8,22,53.75,nfw,,0.3,1,33.0605,1.9447,48.5157,6.66756,16.07624,1,42.408,1.6697e+10,0.0331,1.402
UGC00128,8,22,53.75,nfw,,0.4,2,23.6858,1.6918,48.4142,6.72681,14.63344,1,17.683,4.3143e+09,0.0739,1.307
UGC00128,8,22,53.75,nfw,,0.4,2,23.6858,1.6918,48.4142,6.72681,14.63344,2,41.996,2.1388e+10,0.0346,1.451
UGC00128,8,22,53.75,nfw,,0.5,2,23.6858,1.6918,48.4142,6.72681,14.6334,1,17.683,4.3145e+09,0.0739,1.307
UGC00128,8,22,53.75,nfw,,0.5,2,23.6858,1.6918,48.4142,6.72681,14.6334,2,41.996,2.1388e+10,0.0346,1.451
UGC00128,8,22,53.75,nfw,,0.6,2,23.6858,1.6918,48.4142,6.72681,14.63351,1,17.683,4.3141e+09,0.0739,1.307
UGC00128,8,22,53.75,nfw,,0.6,2,23.6858,1.6918,48.4142,6.72681,14.63351,2,41.996,2.1388e+10,0.0346,1.451
UGC00128,8,22,53.75,nfw,,0.7,2,23.6858,1.6918,48.4142,6.72681,14.63348,1,17.683,4.3142e+09,0.0739,1.307
UGC00128,8,22,53.75,nfw,,0.7,2,23.6858,1.6918,48.4142,6.72681,14.63348,2,41.996,2.1388e+10,0.0345,1.451
UGC00128,8,22,53.75,nfw,,0.8,2,23.6858,1.6918,48.4142,6.72681,14.63347,1,17.683,4.3142e+09,0.0739,1.307
UGC00128,8,22,53.75,nfw,,0.8,2,23.6858,1.6918,48.4142,6.72681,14.63347,2,41.996,2.1388e+10,0.0346,1.451
UGC00128,8,22,53.75,nfw,,0.9,2,23.6858,1.6918,48.4142,6.72681,14.63347,1,17.683,4.3142e+09,0.0739,1.307
UGC00128,8,22,53.75,nfw,,0.9,2,23.6858,1.6918,48.4142,6.72681,14.63347,2,41.997,2.1389e+10,0.0346,1.451
UGC00128,8,22,53.75,nfw,,1.0,1,33.0605,1.9447,48.5157,6.66756,16.07627,1,42.408,1.6697e+10,0.0331,1.402
UGC00128,8,22,53.75,einasto,0.17,0.1,2,23.0655,1.6475,47.7939,5.97452,17.05986,1,17.083,5.3820e+09,0.0772,1.318
UGC00128,8,22,53.75,einasto,0.17,0.1,2,23.0655,1.6475,47.7939,5.97452,17.05986,2,42.079,1.7983e+10,0.0322,1.355
UGC00128,8,22,53.75,einasto,0.17,0.2,2,23.0655,1.6475,47.7939,5.97451,17.06005,1,17.083,5.3818e+09,0.0772,1.318
UGC00128,8,22,53.75,einasto,0.17,0.2,2,23.0655,1.6475,47.7939,5.97451,17.06005,2,42.079,1.7984e+10,0.0322,1.356
UGC00128,8,22,53.75,einasto,0.17,0.3,2,23.0655,1.6475,47.7939,5.97451,17.05993,1,17.083,5.3819e+09,0.0772,1.318
UGC00128,8,22,53.75,einasto,0.17,0.3,2,23.0655,1.6475,47.7939,5.97451,17.05993,2,42.079,1.7983e+10,0.0322,1.355
UGC00128,8,22,53.75,einasto,0.17,0.4,2,23.0655,1.6475,47.7939,5.97452,17.05986,1,17.083,5.3820e+09,0.0772,1.318
UGC00128,8,22,53.75,einasto,0.17,0.4,2,23.0655,1.6475,47.7939,5.97452,17.05986,2,42.079,1.7983e+10,0.0322,1.356
UGC00128,8,22,53.75,einasto,0.17,0.5,2,23.0655,1.6475,47.7939,5.97452,17.05988,1,17.083,5.3820e+09,0.0772,1.318
UGC00128,8,22,53.75,einasto,0.17,0.5,2,23.0655,1.6475,47.7939,5.97452,17.05988,2,42.079,1.7983e+10,0.0322,1.355
UGC00128,8,22,53.75,einasto,0.17,0.6,2,23.0655,1.6475,47.7939,5.9745,17.0603,1,17.083,5.3815e+09,0.0772,1.318
